year,state,category,cases,lag_1,lag_2,rolling_mean_3,growth_rate,state_encoded,category_encoded
2022,DELHI,emotional motive,3.0,4.0,4.0,3.6666666666666665,-0.25,9,3
2023,DELHI,emotional motive,2.0,3.0,4.0,3.0,-0.33333333333333337,9,3
2016,DELHI,extortion,0.0,0.0,0.0,0.0,0.0,9,4
2017,DELHI,extortion,10.0,0.0,0.0,0.0,inf,9,4
2018,DELHI,extortion,11.0,10.0,0.0,7.0,0.10000000000000009,9,4
2019,DELHI,extortion,15.0,11.0,10.0,12.0,0.36363636363636354,9,4
2020,DELHI,extortion,15.0,15.0,11.0,13.666666666666666,0.0,9,4
2021,DELHI,extortion,20.0,15.0,15.0,16.666666666666668,0.33333333333333326,9,4
2022,DELHI,extortion,16.0,20.0,15.0,17.0,-0.19999999999999996,9,4
2023,DELHI,extortion,12.0,16.0,20.0,16.0,-0.25,9,4
2017,DELHI,fraud,50.0,0.0,0.0,0.0,0.0,9,5
2018,DELHI,fraud,36.0,50.0,0.0,0.0,-0.28,9,5
2019,DELHI,fraud,31.0,36.0,50.0,39.0,-0.13888888888888884,9,5
2020,DELHI,fraud,23.0,31.0,36.0,30.0,-0.25806451612903225,9,5
2021,DELHI,fraud,55.0,23.0,31.0,36.333333333333336,1.391304347826087,9,5
2022,DELHI,fraud,84.5,55.0,23.0,54.166666666666664,0.5363636363636364,9,5
2023,DELHI,fraud,114.0,84.5,55.0,84.5,0.34911242603550297,9,5
2016,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2017,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2018,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2019,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2020,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2021,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2022,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2023,DELHI,hate crime,0.0,0.0,0.0,0.0,0.0,9,6
2016,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2017,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2018,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2019,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2020,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2021,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2022,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2023,DELHI,illegal trade,0.0,0.0,0.0,0.0,0.0,9,7
2016,DELHI,personal revenge,9.0,0.0,0.0,0.0,0.0,9,8
2017,DELHI,personal revenge,8.0,9.0,0.0,0.0,-0.11111111111111116,9,8
2018,DELHI,personal revenge,11.0,8.0,9.0,9.333333333333334,0.375,9,8
2019,DELHI,personal revenge,4.0,11.0,8.0,7.666666666666667,-0.6363636363636364,9,8
2020,DELHI,personal revenge,2.0,4.0,11.0,5.666666666666667,-0.5,9,8
2021,DELHI,personal revenge,4.0,2.0,4.0,3.3333333333333335,1.0,9,8
2022,DELHI,personal revenge,6.0,4.0,2.0,4.0,0.5,9,8
2023,DELHI,personal revenge,8.0,6.0,4.0,6.0,0.33333333333333326,9,8
2016,DELHI,piracy,0.0,0.0,0.0,0.0,0.0,9,9
2017,DELHI,piracy,2.0,0.0,0.0,0.0,inf,9,9
2018,DELHI,piracy,2.0,2.0,0.0,1.3333333333333333,0.0,9,9
2019,DELHI,piracy,0.0,2.0,2.0,1.3333333333333333,-1.0,9,9
2020,DELHI,piracy,0.0,0.0,2.0,0.6666666666666666,0.0,9,9
2021,DELHI,piracy,2.0,0.0,0.0,0.6666666666666666,inf,9,9
2022,DELHI,piracy,1.5,2.0,0.0,1.1666666666666667,-0.25,9,9
2023,DELHI,piracy,1.0,1.5,2.0,1.5,-0.33333333333333337,9,9
2016,DELHI,political motive,0.0,0.0,0.0,0.0,0.0,9,10
2017,DELHI,political motive,0.0,0.0,0.0,0.0,0.0,9,10
2018,DELHI,political motive,0.0,0.0,0.0,0.0,0.0,9,10
2019,DELHI,political motive,0.0,0.0,0.0,0.0,0.0,9,10
2020,DELHI,political motive,0.0,0.0,0.0,0.0,0.0,9,10
2021,DELHI,political motive,0.0,0.0,0.0,0.0,0.0,9,10
2022,DELHI,political motive,0.5,0.0,0.0,0.16666666666666666,inf,9,10
2023,DELHI,political motive,1.0,0.5,0.0,0.5,1.0,9,10
2016,DELHI,prank,2.0,0.0,0.0,0.0,0.0,9,11
2017,DELHI,prank,7.0,2.0,0.0,0.0,2.5,9,11
2018,DELHI,prank,1.0,7.0,2.0,3.3333333333333335,-0.8571428571428572,9,11
2019,DELHI,prank,1.0,1.0,7.0,3.0,0.0,9,11
2020,DELHI,prank,0.0,1.0,1.0,0.6666666666666666,-1.0,9,11
2021,DELHI,prank,0.0,0.0,1.0,0.3333333333333333,0.0,9,11
2022,DELHI,prank,5.5,0.0,0.0,1.8333333333333333,inf,9,11
2023,DELHI,prank,11.0,5.5,0.0,5.5,1.0,9,11
2016,DELHI,sexual exploitation,3.0,0.0,0.0,0.0,0.0,9,12
2017,DELHI,sexual exploitation,33.0,3.0,0.0,0.0,10.0,9,12
2018,DELHI,sexual exploitation,35.0,33.0,3.0,23.666666666666668,0.06060606060606055,9,12
2019,DELHI,sexual exploitation,21.0,35.0,33.0,29.666666666666668,-0.4,9,12
2020,DELHI,sexual exploitation,20.0,21.0,35.0,25.333333333333332,-0.04761904761904767,9,12
2021,DELHI,sexual exploitation,176.0,20.0,21.0,72.33333333333333,7.800000000000001,9,12
2022,DELHI,sexual exploitation,109.0,176.0,20.0,101.66666666666667,-0.38068181818181823,9,12
2023,DELHI,sexual exploitation,42.0,109.0,176.0,109.0,-0.6146788990825688,9,12
2017,DELHI,terrorism,0.0,0.0,0.0,0.0,0.0,9,13
2018,DELHI,terrorism,0.0,0.0,0.0,0.0,0.0,9,13
2019,DELHI,terrorism,1.0,0.0,0.0,0.3333333333333333,inf,9,13
2020,DELHI,terrorism,0.0,1.0,0.0,0.3333333333333333,-1.0,9,13
2021,DELHI,terrorism,0.0,0.0,1.0,0.3333333333333333,0.0,9,13
2022,DELHI,terrorism,0.0,0.0,0.0,0.0,0.0,9,13
2023,DELHI,terrorism,0.0,0.0,0.0,0.0,0.0,9,13
2017,GOA,abetment suicide,0.0,0.0,0.0,0.0,0.0,10,1
2018,GOA,abetment suicide,0.0,0.0,0.0,0.0,0.0,10,1
2019,GOA,abetment suicide,0.0,0.0,0.0,0.0,0.0,10,1
2020,GOA,abetment suicide,0.0,0.0,0.0,0.0,0.0,10,1
2021,GOA,abetment suicide,0.0,0.0,0.0,0.0,0.0,10,1
2022,GOA,abetment suicide,0.0,0.0,0.0,0.0,0.0,10,1
2023,GOA,abetment suicide,0.0,0.0,0.0,0.0,0.0,10,1
2016,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2017,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2018,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2019,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2020,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2021,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2022,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2023,GOA,data theft,0.0,0.0,0.0,0.0,0.0,10,2
2017,GOA,emotional motive,0.0,0.0,0.0,0.0,0.0,10,3
2018,GOA,emotional motive,0.0,0.0,0.0,0.0,0.0,10,3
2019,GOA,emotional motive,1.0,0.0,0.0,0.3333333333333333,inf,10,3
2020,GOA,emotional motive,0.0,1.0,0.0,0.3333333333333333,-1.0,10,3
2021,GOA,emotional motive,2.0,0.0,1.0,1.0,inf,10,3
2022,GOA,emotional motive,2.0,2.0,0.0,1.3333333333333333,0.0,10,3
2023,GOA,emotional motive,2.0,2.0,2.0,2.0,0.0,10,3
2016,GOA,extortion,2.0,0.0,0.0,0.0,0.0,10,4
2017,GOA,extortion,0.0,2.0,0.0,0.0,-1.0,10,4
2018,GOA,extortion,0.0,0.0,2.0,0.6666666666666666,0.0,10,4
2019,GOA,extortion,0.0,0.0,0.0,0.0,0.0,10,4
2020,GOA,extortion,0.0,0.0,0.0,0.0,0.0,10,4
2021,GOA,extortion,1.0,0.0,0.0,0.3333333333333333,inf,10,4
2022,GOA,extortion,1.5,1.0,0.0,0.8333333333333334,0.5,10,4
2023,GOA,extortion,2.0,1.5,1.0,1.5,0.33333333333333326,10,4
2017,GOA,fraud,8.0,0.0,0.0,0.0,0.0,10,5
2018,GOA,fraud,11.0,8.0,0.0,0.0,0.375,10,5
2019,GOA,fraud,9.0,11.0,8.0,9.333333333333334,-0.18181818181818177,10,5
2020,GOA,fraud,25.0,9.0,11.0,15.0,1.7777777777777777,10,5
2021,GOA,fraud,23.0,25.0,9.0,19.0,-0.07999999999999996,10,5
2022,GOA,fraud,41.5,23.0,25.0,29.833333333333332,0.8043478260869565,10,5
2023,GOA,fraud,60.0,41.5,23.0,41.5,0.4457831325301205,10,5
2016,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2017,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2018,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2019,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2020,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2021,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2022,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2023,GOA,hate crime,0.0,0.0,0.0,0.0,0.0,10,6
2016,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2017,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2018,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2019,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2020,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2021,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2022,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2023,GOA,illegal trade,0.0,0.0,0.0,0.0,0.0,10,7
2016,GOA,personal revenge,0.0,0.0,0.0,0.0,0.0,10,8
2017,GOA,personal revenge,0.0,0.0,0.0,0.0,0.0,10,8
2018,GOA,personal revenge,0.0,0.0,0.0,0.0,0.0,10,8
2019,GOA,personal revenge,2.0,0.0,0.0,0.6666666666666666,inf,10,8
2020,GOA,personal revenge,0.0,2.0,0.0,0.6666666666666666,-1.0,10,8
2021,GOA,personal revenge,0.0,0.0,2.0,0.6666666666666666,0.0,10,8
2022,GOA,personal revenge,1.0,0.0,0.0,0.3333333333333333,inf,10,8
2023,GOA,personal revenge,2.0,1.0,0.0,1.0,1.0,10,8
2016,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2017,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2018,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2019,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2020,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2021,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2022,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2023,GOA,piracy,0.0,0.0,0.0,0.0,0.0,10,9
2016,GOA,political motive,0.0,0.0,0.0,0.0,0.0,10,10
2017,GOA,political motive,0.0,0.0,0.0,0.0,0.0,10,10
2018,GOA,political motive,0.0,0.0,0.0,0.0,0.0,10,10
2019,GOA,political motive,0.0,0.0,0.0,0.0,0.0,10,10
2020,GOA,political motive,0.0,0.0,0.0,0.0,0.0,10,10
2021,GOA,political motive,1.0,0.0,0.0,0.3333333333333333,inf,10,10
2022,GOA,political motive,0.5,1.0,0.0,0.5,-0.5,10,10
2023,GOA,political motive,0.0,0.5,1.0,0.5,-1.0,10,10
2016,GOA,prank,3.0,0.0,0.0,0.0,0.0,10,11
2017,GOA,prank,0.0,3.0,0.0,0.0,-1.0,10,11
2018,GOA,prank,0.0,0.0,3.0,1.0,0.0,10,11
2019,GOA,prank,0.0,0.0,0.0,0.0,0.0,10,11
2020,GOA,prank,0.0,0.0,0.0,0.0,0.0,10,11
2021,GOA,prank,0.0,0.0,0.0,0.0,0.0,10,11
2022,GOA,prank,0.0,0.0,0.0,0.0,0.0,10,11
2023,GOA,prank,0.0,0.0,0.0,0.0,0.0,10,11
2016,GOA,sexual exploitation,0.0,0.0,0.0,0.0,0.0,10,12
2017,GOA,sexual exploitation,0.0,0.0,0.0,0.0,0.0,10,12
2018,GOA,sexual exploitation,4.0,0.0,0.0,1.3333333333333333,inf,10,12
2019,GOA,sexual exploitation,1.0,4.0,0.0,1.6666666666666667,-0.75,10,12
2020,GOA,sexual exploitation,4.0,1.0,4.0,3.0,3.0,10,12
2021,GOA,sexual exploitation,4.0,4.0,1.0,3.0,0.0,10,12
2022,GOA,sexual exploitation,7.5,4.0,4.0,5.166666666666667,0.875,10,12
2023,GOA,sexual exploitation,11.0,7.5,4.0,7.5,0.46666666666666656,10,12
2017,GOA,terrorism,0.0,0.0,0.0,0.0,0.0,10,13
2018,GOA,terrorism,0.0,0.0,0.0,0.0,0.0,10,13
2019,GOA,terrorism,0.0,0.0,0.0,0.0,0.0,10,13
2020,GOA,terrorism,0.0,0.0,0.0,0.0,0.0,10,13
2021,GOA,terrorism,0.0,0.0,0.0,0.0,0.0,10,13
2022,GOA,terrorism,0.0,0.0,0.0,0.0,0.0,10,13
2023,GOA,terrorism,0.0,0.0,0.0,0.0,0.0,10,13
2017,GUJARAT,abetment suicide,0.0,0.0,0.0,0.0,0.0,11,1
2018,GUJARAT,abetment suicide,0.0,0.0,0.0,0.0,0.0,11,1
2019,GUJARAT,abetment suicide,0.0,0.0,0.0,0.0,0.0,11,1
2020,GUJARAT,abetment suicide,0.0,0.0,0.0,0.0,0.0,11,1
2021,GUJARAT,abetment suicide,0.0,0.0,0.0,0.0,0.0,11,1
2022,GUJARAT,abetment suicide,0.0,0.0,0.0,0.0,0.0,11,1
2023,GUJARAT,abetment suicide,0.0,0.0,0.0,0.0,0.0,11,1
2016,GUJARAT,data theft,0.0,0.0,0.0,0.0,0.0,11,2
2017,GUJARAT,data theft,0.0,0.0,0.0,0.0,0.0,11,2
2018,GUJARAT,data theft,3.0,0.0,0.0,1.0,inf,11,2
2019,GUJARAT,data theft,0.0,3.0,0.0,1.0,-1.0,11,2
2020,GUJARAT,data theft,0.0,0.0,3.0,1.0,0.0,11,2
2021,GUJARAT,data theft,0.0,0.0,0.0,0.0,0.0,11,2
2022,GUJARAT,data theft,0.0,0.0,0.0,0.0,0.0,11,2
2023,GUJARAT,data theft,0.0,0.0,0.0,0.0,0.0,11,2
2017,GUJARAT,emotional motive,5.0,0.0,0.0,0.0,0.0,11,3
2018,GUJARAT,emotional motive,32.0,5.0,0.0,0.0,5.4,11,3
2019,GUJARAT,emotional motive,20.0,32.0,5.0,19.0,-0.375,11,3
2020,GUJARAT,emotional motive,31.0,20.0,32.0,27.666666666666668,0.55,11,3
2021,GUJARAT,emotional motive,27.0,31.0,20.0,26.0,-0.12903225806451613,11,3
2022,GUJARAT,emotional motive,18.0,27.0,31.0,25.333333333333332,-0.33333333333333337,11,3
2023,GUJARAT,emotional motive,9.0,18.0,27.0,18.0,-0.5,11,3
2016,GUJARAT,extortion,3.0,0.0,0.0,0.0,0.0,11,4
2017,GUJARAT,extortion,12.0,3.0,0.0,0.0,3.0,11,4
2018,GUJARAT,extortion,24.0,12.0,3.0,13.0,1.0,11,4
2019,GUJARAT,extortion,17.0,24.0,12.0,17.666666666666668,-0.29166666666666663,11,4
2020,GUJARAT,extortion,26.0,17.0,24.0,22.333333333333332,0.5294117647058822,11,4
2021,GUJARAT,extortion,17.0,26.0,17.0,20.0,-0.34615384615384615,11,4
2022,GUJARAT,extortion,100.0,17.0,26.0,47.666666666666664,4.882352941176471,11,4
2023,GUJARAT,extortion,183.0,100.0,17.0,100.0,0.8300000000000001,11,4
2017,GUJARAT,fraud,305.0,0.0,0.0,0.0,0.0,11,5
2018,GUJARAT,fraud,401.0,305.0,0.0,0.0,0.3147540983606558,11,5
2019,GUJARAT,fraud,363.0,401.0,305.0,356.3333333333333,-0.09476309226932667,11,5
2020,GUJARAT,fraud,875.0,363.0,401.0,546.3333333333334,1.4104683195592287,11,5
2021,GUJARAT,fraud,968.0,875.0,363.0,735.3333333333334,0.10628571428571432,11,5
2022,GUJARAT,fraud,1077.5,968.0,875.0,973.5,0.11311983471074383,11,5
2023,GUJARAT,fraud,1187.0,1077.5,968.0,1077.5,0.10162412993039438,11,5
2016,GUJARAT,hate crime,11.0,0.0,0.0,0.0,0.0,11,6
2017,GUJARAT,hate crime,6.0,11.0,0.0,0.0,-0.4545454545454546,11,6
2018,GUJARAT,hate crime,17.0,6.0,11.0,11.333333333333334,1.8333333333333335,11,6
2019,GUJARAT,hate crime,0.0,17.0,6.0,7.666666666666667,-1.0,11,6
2020,GUJARAT,hate crime,6.0,0.0,17.0,7.666666666666667,inf,11,6
2021,GUJARAT,hate crime,0.0,6.0,0.0,2.0,-1.0,11,6
2022,GUJARAT,hate crime,0.0,0.0,6.0,2.0,0.0,11,6
2023,GUJARAT,hate crime,0.0,0.0,0.0,0.0,0.0,11,6
2016,GUJARAT,illegal trade,4.0,0.0,0.0,0.0,0.0,11,7
2017,GUJARAT,illegal trade,0.0,4.0,0.0,0.0,-1.0,11,7
2018,GUJARAT,illegal trade,0.0,0.0,4.0,1.3333333333333333,0.0,11,7
2019,GUJARAT,illegal trade,0.0,0.0,0.0,0.0,0.0,11,7
2020,GUJARAT,illegal trade,2.0,0.0,0.0,0.6666666666666666,inf,11,7
2021,GUJARAT,illegal trade,0.0,2.0,0.0,0.6666666666666666,-1.0,11,7
2022,GUJARAT,illegal trade,0.0,0.0,2.0,0.6666666666666666,0.0,11,7
2023,GUJARAT,illegal trade,0.0,0.0,0.0,0.0,0.0,11,7
2016,GUJARAT,personal revenge,4.0,0.0,0.0,0.0,0.0,11,8
2017,GUJARAT,personal revenge,6.0,4.0,0.0,0.0,0.5,11,8
2018,GUJARAT,personal revenge,17.0,6.0,4.0,9.0,1.8333333333333335,11,8
2019,GUJARAT,personal revenge,5.0,17.0,6.0,9.333333333333334,-0.7058823529411764,11,8
2020,GUJARAT,personal revenge,6.0,5.0,17.0,9.333333333333334,0.19999999999999996,11,8
2021,GUJARAT,personal revenge,5.0,6.0,5.0,5.333333333333333,-0.16666666666666663,11,8
2022,GUJARAT,personal revenge,3.0,5.0,6.0,4.666666666666667,-0.4,11,8
2023,GUJARAT,personal revenge,1.0,3.0,5.0,3.0,-0.6666666666666667,11,8
2016,GUJARAT,piracy,0.0,0.0,0.0,0.0,0.0,11,9
2017,GUJARAT,piracy,0.0,0.0,0.0,0.0,0.0,11,9
2018,GUJARAT,piracy,0.0,0.0,0.0,0.0,0.0,11,9
2019,GUJARAT,piracy,0.0,0.0,0.0,0.0,0.0,11,9
2020,GUJARAT,piracy,4.0,0.0,0.0,1.3333333333333333,inf,11,9
2021,GUJARAT,piracy,1.0,4.0,0.0,1.6666666666666667,-0.75,11,9
2022,GUJARAT,piracy,0.5,1.0,4.0,1.8333333333333333,-0.5,11,9
2023,GUJARAT,piracy,0.0,0.5,1.0,0.5,-1.0,11,9
2016,GUJARAT,political motive,0.0,0.0,0.0,0.0,0.0,11,10
2017,GUJARAT,political motive,4.0,0.0,0.0,0.0,inf,11,10
2018,GUJARAT,political motive,0.0,4.0,0.0,1.3333333333333333,-1.0,11,10
2019,GUJARAT,political motive,1.0,0.0,4.0,1.6666666666666667,inf,11,10
2020,GUJARAT,political motive,3.0,1.0,0.0,1.3333333333333333,2.0,11,10
2021,GUJARAT,political motive,6.0,3.0,1.0,3.3333333333333335,1.0,11,10
2022,GUJARAT,political motive,3.0,6.0,3.0,4.0,-0.5,11,10
2023,GUJARAT,political motive,0.0,3.0,6.0,3.0,-1.0,11,10
2016,GUJARAT,prank,1.0,0.0,0.0,0.0,0.0,11,11
2017,GUJARAT,prank,3.0,1.0,0.0,0.0,2.0,11,11
2018,GUJARAT,prank,16.0,3.0,1.0,6.666666666666667,4.333333333333333,11,11
2019,GUJARAT,prank,10.0,16.0,3.0,9.666666666666666,-0.375,11,11
2020,GUJARAT,prank,43.0,10.0,16.0,23.0,3.3,11,11
2021,GUJARAT,prank,8.0,43.0,10.0,20.333333333333332,-0.813953488372093,11,11
2022,GUJARAT,prank,6.5,8.0,43.0,19.166666666666668,-0.1875,11,11
2023,GUJARAT,prank,5.0,6.5,8.0,6.5,-0.23076923076923073,11,11
2016,GUJARAT,sexual exploitation,28.0,0.0,0.0,0.0,0.0,11,12
2017,GUJARAT,sexual exploitation,24.0,28.0,0.0,0.0,-0.1428571428571429,11,12
2018,GUJARAT,sexual exploitation,23.0,24.0,28.0,25.0,-0.04166666666666663,11,12
2019,GUJARAT,sexual exploitation,32.0,23.0,24.0,26.333333333333332,0.3913043478260869,11,12
2020,GUJARAT,sexual exploitation,37.0,32.0,23.0,30.666666666666668,0.15625,11,12
2021,GUJARAT,sexual exploitation,60.0,37.0,32.0,43.0,0.6216216216216217,11,12
2022,GUJARAT,sexual exploitation,72.0,60.0,37.0,56.333333333333336,0.19999999999999996,11,12
2023,GUJARAT,sexual exploitation,84.0,72.0,60.0,72.0,0.16666666666666674,11,12
2017,GUJARAT,terrorism,0.0,0.0,0.0,0.0,0.0,11,13
2018,GUJARAT,terrorism,0.0,0.0,0.0,0.0,0.0,11,13
2019,GUJARAT,terrorism,0.0,0.0,0.0,0.0,0.0,11,13
2020,GUJARAT,terrorism,0.0,0.0,0.0,0.0,0.0,11,13
2021,GUJARAT,terrorism,1.0,0.0,0.0,0.3333333333333333,inf,11,13
2022,GUJARAT,terrorism,1.5,1.0,0.0,0.8333333333333334,0.5,11,13
2023,GUJARAT,terrorism,2.0,1.5,1.0,1.5,0.33333333333333326,11,13
2017,HARYANA,abetment suicide,0.0,0.0,0.0,0.0,0.0,12,1
2018,HARYANA,abetment suicide,0.0,0.0,0.0,0.0,0.0,12,1
2019,HARYANA,abetment suicide,0.0,0.0,0.0,0.0,0.0,12,1
2020,HARYANA,abetment suicide,0.0,0.0,0.0,0.0,0.0,12,1
2021,HARYANA,abetment suicide,0.0,0.0,0.0,0.0,0.0,12,1
2022,HARYANA,abetment suicide,0.0,0.0,0.0,0.0,0.0,12,1
2023,HARYANA,abetment suicide,0.0,0.0,0.0,0.0,0.0,12,1
2016,HARYANA,data theft,0.0,0.0,0.0,0.0,0.0,12,2
2017,HARYANA,data theft,1.0,0.0,0.0,0.0,inf,12,2
2018,HARYANA,data theft,0.0,1.0,0.0,0.3333333333333333,-1.0,12,2
2019,HARYANA,data theft,0.0,0.0,1.0,0.3333333333333333,0.0,12,2
2020,HARYANA,data theft,0.0,0.0,0.0,0.0,0.0,12,2
2021,HARYANA,data theft,0.0,0.0,0.0,0.0,0.0,12,2
2022,HARYANA,data theft,0.0,0.0,0.0,0.0,0.0,12,2
2023,HARYANA,data theft,0.0,0.0,0.0,0.0,0.0,12,2
2017,HARYANA,emotional motive,6.0,0.0,0.0,0.0,0.0,12,3
2018,HARYANA,emotional motive,9.0,6.0,0.0,0.0,0.5,12,3
2019,HARYANA,emotional motive,3.0,9.0,6.0,6.0,-0.6666666666666667,12,3
2020,HARYANA,emotional motive,3.0,3.0,9.0,5.0,0.0,12,3
2021,HARYANA,emotional motive,1.0,3.0,3.0,2.3333333333333335,-0.6666666666666667,12,3
2022,HARYANA,emotional motive,17.0,1.0,3.0,7.0,16.0,12,3
2023,HARYANA,emotional motive,33.0,17.0,1.0,17.0,0.9411764705882353,12,3
2016,HARYANA,extortion,19.0,0.0,0.0,0.0,0.0,12,4
2017,HARYANA,extortion,4.0,19.0,0.0,0.0,-0.7894736842105263,12,4
2018,HARYANA,extortion,21.0,4.0,19.0,14.666666666666666,4.25,12,4
2019,HARYANA,extortion,16.0,21.0,4.0,13.666666666666666,-0.23809523809523814,12,4
2020,HARYANA,extortion,17.0,16.0,21.0,18.0,0.0625,12,4
2021,HARYANA,extortion,13.0,17.0,16.0,15.333333333333334,-0.23529411764705888,12,4
2022,HARYANA,extortion,24.5,13.0,17.0,18.166666666666668,0.8846153846153846,12,4
2023,HARYANA,extortion,36.0,24.5,13.0,24.5,0.4693877551020409,12,4
2017,HARYANA,fraud,43.0,0.0,0.0,0.0,0.0,12,5
2018,HARYANA,fraud,137.0,43.0,0.0,0.0,2.186046511627907,12,5
2019,HARYANA,fraud,151.0,137.0,43.0,110.33333333333333,0.10218978102189791,12,5
2020,HARYANA,fraud,157.0,151.0,137.0,148.33333333333334,0.039735099337748325,12,5
2021,HARYANA,fraud,76.0,157.0,151.0,128.0,-0.5159235668789809,12,5
2022,HARYANA,fraud,185.5,76.0,157.0,139.5,1.4407894736842106,12,5
2023,HARYANA,fraud,295.0,185.5,76.0,185.5,0.5902964959568733,12,5
2016,HARYANA,hate crime,0.0,0.0,0.0,0.0,0.0,12,6
2017,HARYANA,hate crime,0.0,0.0,0.0,0.0,0.0,12,6
2018,HARYANA,hate crime,2.0,0.0,0.0,0.6666666666666666,inf,12,6
2019,HARYANA,hate crime,0.0,2.0,0.0,0.6666666666666666,-1.0,12,6
2020,HARYANA,hate crime,0.0,0.0,2.0,0.6666666666666666,0.0,12,6
2021,HARYANA,hate crime,4.0,0.0,0.0,1.3333333333333333,inf,12,6
2022,HARYANA,hate crime,2.0,4.0,0.0,2.0,-0.5,12,6
2023,HARYANA,hate crime,0.0,2.0,4.0,2.0,-1.0,12,6
2016,HARYANA,illegal trade,0.0,0.0,0.0,0.0,0.0,12,7
2017,HARYANA,illegal trade,2.0,0.0,0.0,0.0,inf,12,7
2018,HARYANA,illegal trade,0.0,2.0,0.0,0.6666666666666666,-1.0,12,7
2019,HARYANA,illegal trade,0.0,0.0,2.0,0.6666666666666666,0.0,12,7
2020,HARYANA,illegal trade,0.0,0.0,0.0,0.0,0.0,12,7
2021,HARYANA,illegal trade,0.0,0.0,0.0,0.0,0.0,12,7
2022,HARYANA,illegal trade,0.0,0.0,0.0,0.0,0.0,12,7
2023,HARYANA,illegal trade,0.0,0.0,0.0,0.0,0.0,12,7
2016,HARYANA,personal revenge,6.0,0.0,0.0,0.0,0.0,12,8
2017,HARYANA,personal revenge,7.0,6.0,0.0,0.0,0.16666666666666674,12,8
2018,HARYANA,personal revenge,6.0,7.0,6.0,6.333333333333333,-0.1428571428571429,12,8
2019,HARYANA,personal revenge,2.0,6.0,7.0,5.0,-0.6666666666666667,12,8
2020,HARYANA,personal revenge,14.0,2.0,6.0,7.333333333333333,6.0,12,8
2021,HARYANA,personal revenge,11.0,14.0,2.0,9.0,-0.2142857142857143,12,8
2022,HARYANA,personal revenge,16.5,11.0,14.0,13.833333333333334,0.5,12,8
2023,HARYANA,personal revenge,22.0,16.5,11.0,16.5,0.33333333333333326,12,8
2016,HARYANA,piracy,0.0,0.0,0.0,0.0,0.0,12,9
2017,HARYANA,piracy,4.0,0.0,0.0,0.0,inf,12,9
2018,HARYANA,piracy,0.0,4.0,0.0,1.3333333333333333,-1.0,12,9
2019,HARYANA,piracy,4.0,0.0,4.0,2.6666666666666665,inf,12,9
2020,HARYANA,piracy,6.0,4.0,0.0,3.3333333333333335,0.5,12,9
2021,HARYANA,piracy,2.0,6.0,4.0,4.0,-0.6666666666666667,12,9
2022,HARYANA,piracy,1.5,2.0,6.0,3.1666666666666665,-0.25,12,9
