year,state,category,cases,lag_1,lag_2,rolling_mean_3,growth_rate,state_encoded,category_encoded
2021,LAKSHADWEEP,data theft,0.0,0.0,0.0,0.0,0.0,19,2
2022,LAKSHADWEEP,data theft,0.0,0.0,0.0,0.0,0.0,19,2
2023,LAKSHADWEEP,data theft,0.0,0.0,0.0,0.0,0.0,19,2
2017,LAKSHADWEEP,emotional motive,0.0,0.0,0.0,0.0,0.0,19,3
2018,LAKSHADWEEP,emotional motive,0.0,0.0,0.0,0.0,0.0,19,3
2019,LAKSHADWEEP,emotional motive,0.0,0.0,0.0,0.0,0.0,19,3
2020,LAKSHADWEEP,emotional motive,0.0,0.0,0.0,0.0,0.0,19,3
2021,LAKSHADWEEP,emotional motive,0.0,0.0,0.0,0.0,0.0,19,3
2022,LAKSHADWEEP,emotional motive,0.0,0.0,0.0,0.0,0.0,19,3
2023,LAKSHADWEEP,emotional motive,0.0,0.0,0.0,0.0,0.0,19,3
2016,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2017,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2018,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2019,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2020,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2021,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2022,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2023,LAKSHADWEEP,extortion,0.0,0.0,0.0,0.0,0.0,19,4
2017,LAKSHADWEEP,fraud,0.0,0.0,0.0,0.0,0.0,19,5
2018,LAKSHADWEEP,fraud,1.0,0.0,0.0,0.0,inf,19,5
2019,LAKSHADWEEP,fraud,0.0,1.0,0.0,0.3333333333333333,-1.0,19,5
2020,LAKSHADWEEP,fraud,0.0,0.0,1.0,0.3333333333333333,0.0,19,5
2021,LAKSHADWEEP,fraud,1.0,0.0,0.0,0.3333333333333333,inf,19,5
2022,LAKSHADWEEP,fraud,0.5,1.0,0.0,0.5,-0.5,19,5
2023,LAKSHADWEEP,fraud,0.0,0.5,1.0,0.5,-1.0,19,5
2016,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2017,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2018,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2019,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2020,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2021,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2022,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2023,LAKSHADWEEP,hate crime,0.0,0.0,0.0,0.0,0.0,19,6
2016,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2017,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2018,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2019,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2020,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2021,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2022,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2023,LAKSHADWEEP,illegal trade,0.0,0.0,0.0,0.0,0.0,19,7
2016,LAKSHADWEEP,personal revenge,0.0,0.0,0.0,0.0,0.0,19,8
2017,LAKSHADWEEP,personal revenge,0.0,0.0,0.0,0.0,0.0,19,8
2018,LAKSHADWEEP,personal revenge,0.0,0.0,0.0,0.0,0.0,19,8
2019,LAKSHADWEEP,personal revenge,4.0,0.0,0.0,1.3333333333333333,inf,19,8
2020,LAKSHADWEEP,personal revenge,2.0,4.0,0.0,2.0,-0.5,19,8
2021,LAKSHADWEEP,personal revenge,0.0,2.0,4.0,2.0,-1.0,19,8
2022,LAKSHADWEEP,personal revenge,0.0,0.0,2.0,0.6666666666666666,0.0,19,8
2023,LAKSHADWEEP,personal revenge,0.0,0.0,0.0,0.0,0.0,19,8
2016,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2017,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2018,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2019,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2020,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2021,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2022,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2023,LAKSHADWEEP,piracy,0.0,0.0,0.0,0.0,0.0,19,9
2016,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2017,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2018,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2019,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2020,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2021,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2022,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2023,LAKSHADWEEP,political motive,0.0,0.0,0.0,0.0,0.0,19,10
2016,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2017,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2018,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2019,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2020,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2021,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2022,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2023,LAKSHADWEEP,prank,0.0,0.0,0.0,0.0,0.0,19,11
2016,LAKSHADWEEP,sexual exploitation,0.0,0.0,0.0,0.0,0.0,19,12
2017,LAKSHADWEEP,sexual exploitation,0.0,0.0,0.0,0.0,0.0,19,12
2018,LAKSHADWEEP,sexual exploitation,2.0,0.0,0.0,0.6666666666666666,inf,19,12
2019,LAKSHADWEEP,sexual exploitation,0.0,2.0,0.0,0.6666666666666666,-1.0,19,12
2020,LAKSHADWEEP,sexual exploitation,0.0,0.0,2.0,0.6666666666666666,0.0,19,12
2021,LAKSHADWEEP,sexual exploitation,0.0,0.0,0.0,0.0,0.0,19,12
2022,LAKSHADWEEP,sexual exploitation,0.5,0.0,0.0,0.16666666666666666,inf,19,12
2023,LAKSHADWEEP,sexual exploitation,1.0,0.5,0.0,0.5,1.0,19,12
2017,LAKSHADWEEP,terrorism,0.0,0.0,0.0,0.0,0.0,19,13
2018,LAKSHADWEEP,terrorism,0.0,0.0,0.0,0.0,0.0,19,13
2019,LAKSHADWEEP,terrorism,0.0,0.0,0.0,0.0,0.0,19,13
2020,LAKSHADWEEP,terrorism,0.0,0.0,0.0,0.0,0.0,19,13
2021,LAKSHADWEEP,terrorism,0.0,0.0,0.0,0.0,0.0,19,13
2022,LAKSHADWEEP,terrorism,0.0,0.0,0.0,0.0,0.0,19,13
2023,LAKSHADWEEP,terrorism,0.0,0.0,0.0,0.0,0.0,19,13
2017,MADHYA PRADESH,abetment suicide,0.0,0.0,0.0,0.0,0.0,20,1
2018,MADHYA PRADESH,abetment suicide,1.0,0.0,0.0,0.0,inf,20,1
2019,MADHYA PRADESH,abetment suicide,0.0,1.0,0.0,0.3333333333333333,-1.0,20,1
2020,MADHYA PRADESH,abetment suicide,0.0,0.0,1.0,0.3333333333333333,0.0,20,1
2021,MADHYA PRADESH,abetment suicide,0.0,0.0,0.0,0.0,0.0,20,1
2022,MADHYA PRADESH,abetment suicide,0.0,0.0,0.0,0.0,0.0,20,1
2023,MADHYA PRADESH,abetment suicide,0.0,0.0,0.0,0.0,0.0,20,1
2016,MADHYA PRADESH,data theft,0.0,0.0,0.0,0.0,0.0,20,2
2017,MADHYA PRADESH,data theft,0.0,0.0,0.0,0.0,0.0,20,2
2018,MADHYA PRADESH,data theft,0.0,0.0,0.0,0.0,0.0,20,2
2019,MADHYA PRADESH,data theft,1.0,0.0,0.0,0.3333333333333333,inf,20,2
2020,MADHYA PRADESH,data theft,0.0,1.0,0.0,0.3333333333333333,-1.0,20,2
2021,MADHYA PRADESH,data theft,1.0,0.0,1.0,0.6666666666666666,inf,20,2
2022,MADHYA PRADESH,data theft,1.0,1.0,0.0,0.6666666666666666,0.0,20,2
2023,MADHYA PRADESH,data theft,1.0,1.0,1.0,1.0,0.0,20,2
2017,MADHYA PRADESH,emotional motive,26.0,0.0,0.0,0.0,0.0,20,3
2018,MADHYA PRADESH,emotional motive,10.0,26.0,0.0,0.0,-0.6153846153846154,20,3
2019,MADHYA PRADESH,emotional motive,2.0,10.0,26.0,12.666666666666666,-0.8,20,3
2020,MADHYA PRADESH,emotional motive,6.0,2.0,10.0,6.0,2.0,20,3
2021,MADHYA PRADESH,emotional motive,27.0,6.0,2.0,11.666666666666666,3.5,20,3
2022,MADHYA PRADESH,emotional motive,18.5,27.0,6.0,17.166666666666668,-0.31481481481481477,20,3
2023,MADHYA PRADESH,emotional motive,10.0,18.5,27.0,18.5,-0.45945945945945943,20,3
2016,MADHYA PRADESH,extortion,5.0,0.0,0.0,0.0,0.0,20,4
2017,MADHYA PRADESH,extortion,6.0,5.0,0.0,0.0,0.19999999999999996,20,4
2018,MADHYA PRADESH,extortion,19.0,6.0,5.0,10.0,2.1666666666666665,20,4
2019,MADHYA PRADESH,extortion,21.0,19.0,6.0,15.333333333333334,0.10526315789473695,20,4
2020,MADHYA PRADESH,extortion,13.0,21.0,19.0,17.666666666666668,-0.38095238095238093,20,4
2021,MADHYA PRADESH,extortion,16.0,13.0,21.0,16.666666666666668,0.23076923076923084,20,4
2022,MADHYA PRADESH,extortion,16.5,16.0,13.0,15.166666666666666,0.03125,20,4
2023,MADHYA PRADESH,extortion,17.0,16.5,16.0,16.5,0.030303030303030276,20,4
2017,MADHYA PRADESH,fraud,155.0,0.0,0.0,0.0,0.0,20,5
2018,MADHYA PRADESH,fraud,230.0,155.0,0.0,0.0,0.4838709677419355,20,5
2019,MADHYA PRADESH,fraud,178.0,230.0,155.0,187.66666666666666,-0.22608695652173916,20,5
2020,MADHYA PRADESH,fraud,292.0,178.0,230.0,233.33333333333334,0.6404494382022472,20,5
2021,MADHYA PRADESH,fraud,244.0,292.0,178.0,238.0,-0.1643835616438356,20,5
2022,MADHYA PRADESH,fraud,288.0,244.0,292.0,274.6666666666667,0.180327868852459,20,5
2023,MADHYA PRADESH,fraud,332.0,288.0,244.0,288.0,0.15277777777777768,20,5
2016,MADHYA PRADESH,hate crime,10.0,0.0,0.0,0.0,0.0,20,6
2017,MADHYA PRADESH,hate crime,19.0,10.0,0.0,0.0,0.8999999999999999,20,6
2018,MADHYA PRADESH,hate crime,29.0,19.0,10.0,19.333333333333332,0.5263157894736843,20,6
2019,MADHYA PRADESH,hate crime,1.0,29.0,19.0,16.333333333333332,-0.9655172413793104,20,6
2020,MADHYA PRADESH,hate crime,0.0,1.0,29.0,10.0,-1.0,20,6
2021,MADHYA PRADESH,hate crime,0.0,0.0,1.0,0.3333333333333333,0.0,20,6
2022,MADHYA PRADESH,hate crime,0.0,0.0,0.0,0.0,0.0,20,6
2023,MADHYA PRADESH,hate crime,0.0,0.0,0.0,0.0,0.0,20,6
2016,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2017,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2018,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2019,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2020,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2021,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2022,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2023,MADHYA PRADESH,illegal trade,0.0,0.0,0.0,0.0,0.0,20,7
2016,MADHYA PRADESH,personal revenge,5.0,0.0,0.0,0.0,0.0,20,8
2017,MADHYA PRADESH,personal revenge,2.0,5.0,0.0,0.0,-0.6,20,8
2018,MADHYA PRADESH,personal revenge,93.0,2.0,5.0,33.333333333333336,45.5,20,8
2019,MADHYA PRADESH,personal revenge,2.0,93.0,2.0,32.333333333333336,-0.978494623655914,20,8
2020,MADHYA PRADESH,personal revenge,7.0,2.0,93.0,34.0,2.5,20,8
2021,MADHYA PRADESH,personal revenge,14.0,7.0,2.0,7.666666666666667,1.0,20,8
2022,MADHYA PRADESH,personal revenge,13.5,14.0,7.0,11.5,-0.0357142857142857,20,8
2023,MADHYA PRADESH,personal revenge,13.0,13.5,14.0,13.5,-0.03703703703703709,20,8
2016,MADHYA PRADESH,piracy,0.0,0.0,0.0,0.0,0.0,20,9
2017,MADHYA PRADESH,piracy,8.0,0.0,0.0,0.0,inf,20,9
2018,MADHYA PRADESH,piracy,20.0,8.0,0.0,9.333333333333334,1.5,20,9
2019,MADHYA PRADESH,piracy,0.0,20.0,8.0,9.333333333333334,-1.0,20,9
2020,MADHYA PRADESH,piracy,0.0,0.0,20.0,6.666666666666667,0.0,20,9
2021,MADHYA PRADESH,piracy,0.0,0.0,0.0,0.0,0.0,20,9
2022,MADHYA PRADESH,piracy,0.0,0.0,0.0,0.0,0.0,20,9
2023,MADHYA PRADESH,piracy,0.0,0.0,0.0,0.0,0.0,20,9
2016,MADHYA PRADESH,political motive,0.0,0.0,0.0,0.0,0.0,20,10
2017,MADHYA PRADESH,political motive,0.0,0.0,0.0,0.0,0.0,20,10
2018,MADHYA PRADESH,political motive,1.0,0.0,0.0,0.3333333333333333,inf,20,10
2019,MADHYA PRADESH,political motive,2.0,1.0,0.0,1.0,1.0,20,10
2020,MADHYA PRADESH,political motive,3.0,2.0,1.0,2.0,0.5,20,10
2021,MADHYA PRADESH,political motive,3.0,3.0,2.0,2.6666666666666665,0.0,20,10
2022,MADHYA PRADESH,political motive,2.0,3.0,3.0,2.6666666666666665,-0.33333333333333337,20,10
2023,MADHYA PRADESH,political motive,1.0,2.0,3.0,2.0,-0.5,20,10
2016,MADHYA PRADESH,prank,5.0,0.0,0.0,0.0,0.0,20,11
2017,MADHYA PRADESH,prank,4.0,5.0,0.0,0.0,-0.19999999999999996,20,11
2018,MADHYA PRADESH,prank,2.0,4.0,5.0,3.6666666666666665,-0.5,20,11
2019,MADHYA PRADESH,prank,2.0,2.0,4.0,2.6666666666666665,0.0,20,11
2020,MADHYA PRADESH,prank,2.0,2.0,2.0,2.0,0.0,20,11
2021,MADHYA PRADESH,prank,0.0,2.0,2.0,1.3333333333333333,-1.0,20,11
2022,MADHYA PRADESH,prank,2.5,0.0,2.0,1.5,inf,20,11
2023,MADHYA PRADESH,prank,5.0,2.5,0.0,2.5,1.0,20,11
2016,MADHYA PRADESH,sexual exploitation,8.0,0.0,0.0,0.0,0.0,20,12
2017,MADHYA PRADESH,sexual exploitation,33.0,8.0,0.0,0.0,3.125,20,12
2018,MADHYA PRADESH,sexual exploitation,49.0,33.0,8.0,30.0,0.48484848484848486,20,12
2019,MADHYA PRADESH,sexual exploitation,40.0,49.0,33.0,40.666666666666664,-0.18367346938775508,20,12
2020,MADHYA PRADESH,sexual exploitation,119.0,40.0,49.0,69.33333333333333,1.975,20,12
2021,MADHYA PRADESH,sexual exploitation,100.0,119.0,40.0,86.33333333333333,-0.15966386554621848,20,12
2022,MADHYA PRADESH,sexual exploitation,101.0,100.0,119.0,106.66666666666667,0.010000000000000009,20,12
2023,MADHYA PRADESH,sexual exploitation,102.0,101.0,100.0,101.0,0.00990099009900991,20,12
2017,MADHYA PRADESH,terrorism,0.0,0.0,0.0,0.0,0.0,20,13
2018,MADHYA PRADESH,terrorism,3.0,0.0,0.0,0.0,inf,20,13
2019,MADHYA PRADESH,terrorism,0.0,3.0,0.0,1.0,-1.0,20,13
2020,MADHYA PRADESH,terrorism,0.0,0.0,3.0,1.0,0.0,20,13
2021,MADHYA PRADESH,terrorism,1.0,0.0,0.0,0.3333333333333333,inf,20,13
2022,MADHYA PRADESH,terrorism,0.5,1.0,0.0,0.5,-0.5,20,13
2023,MADHYA PRADESH,terrorism,0.0,0.5,1.0,0.5,-1.0,20,13
2017,MAHARASHTRA,abetment suicide,0.0,0.0,0.0,0.0,0.0,21,1
2018,MAHARASHTRA,abetment suicide,0.0,0.0,0.0,0.0,0.0,21,1
2019,MAHARASHTRA,abetment suicide,0.0,0.0,0.0,0.0,0.0,21,1
2020,MAHARASHTRA,abetment suicide,0.0,0.0,0.0,0.0,0.0,21,1
2021,MAHARASHTRA,abetment suicide,0.0,0.0,0.0,0.0,0.0,21,1
2022,MAHARASHTRA,abetment suicide,0.0,0.0,0.0,0.0,0.0,21,1
2023,MAHARASHTRA,abetment suicide,0.0,0.0,0.0,0.0,0.0,21,1
2016,MAHARASHTRA,data theft,5.0,0.0,0.0,0.0,0.0,21,2
2017,MAHARASHTRA,data theft,1.0,5.0,0.0,0.0,-0.8,21,2
2018,MAHARASHTRA,data theft,3.0,1.0,5.0,3.0,2.0,21,2
2019,MAHARASHTRA,data theft,7.0,3.0,1.0,3.6666666666666665,1.3333333333333335,21,2
2020,MAHARASHTRA,data theft,0.0,7.0,3.0,3.3333333333333335,-1.0,21,2
2021,MAHARASHTRA,data theft,0.0,0.0,7.0,2.3333333333333335,0.0,21,2
2022,MAHARASHTRA,data theft,0.0,0.0,0.0,0.0,0.0,21,2
2023,MAHARASHTRA,data theft,0.0,0.0,0.0,0.0,0.0,21,2
2017,MAHARASHTRA,emotional motive,80.0,0.0,0.0,0.0,0.0,21,3
2018,MAHARASHTRA,emotional motive,129.0,80.0,0.0,0.0,0.6125,21,3
2019,MAHARASHTRA,emotional motive,45.0,129.0,80.0,84.66666666666667,-0.6511627906976745,21,3
2020,MAHARASHTRA,emotional motive,105.0,45.0,129.0,93.0,1.3333333333333335,21,3
2021,MAHARASHTRA,emotional motive,84.0,105.0,45.0,78.0,-0.19999999999999996,21,3
2022,MAHARASHTRA,emotional motive,55.0,84.0,105.0,81.33333333333333,-0.34523809523809523,21,3
2023,MAHARASHTRA,emotional motive,26.0,55.0,84.0,55.0,-0.5272727272727273,21,3
2016,MAHARASHTRA,extortion,46.0,0.0,0.0,0.0,0.0,21,4
2017,MAHARASHTRA,extortion,23.0,46.0,0.0,0.0,-0.5,21,4
2018,MAHARASHTRA,extortion,31.0,23.0,46.0,33.333333333333336,0.34782608695652173,21,4
2019,MAHARASHTRA,extortion,35.0,31.0,23.0,29.666666666666668,0.12903225806451624,21,4
2020,MAHARASHTRA,extortion,45.0,35.0,31.0,37.0,0.2857142857142858,21,4
2021,MAHARASHTRA,extortion,81.0,45.0,35.0,53.666666666666664,0.8,21,4
2022,MAHARASHTRA,extortion,102.0,81.0,45.0,76.0,0.2592592592592593,21,4
2023,MAHARASHTRA,extortion,123.0,102.0,81.0,102.0,0.2058823529411764,21,4
2017,MAHARASHTRA,fraud,2171.0,0.0,0.0,0.0,0.0,21,5
2018,MAHARASHTRA,fraud,1998.0,2171.0,0.0,0.0,-0.07968678028558263,21,5
2019,MAHARASHTRA,fraud,3551.0,1998.0,2171.0,2573.3333333333335,0.7772772772772774,21,5
2020,MAHARASHTRA,fraud,3413.0,3551.0,1998.0,2987.3333333333335,-0.03886229231202476,21,5
2021,MAHARASHTRA,fraud,3219.0,3413.0,3551.0,3394.3333333333335,-0.05684148842660419,21,5
2022,MAHARASHTRA,fraud,4254.5,3219.0,3413.0,3628.8333333333335,0.32168375271823546,21,5
2023,MAHARASHTRA,fraud,5290.0,4254.5,3219.0,4254.5,0.24338935245034676,21,5
2016,MAHARASHTRA,hate crime,28.0,0.0,0.0,0.0,0.0,21,6
2017,MAHARASHTRA,hate crime,57.0,28.0,0.0,0.0,1.0357142857142856,21,6
2018,MAHARASHTRA,hate crime,33.0,57.0,28.0,39.333333333333336,-0.42105263157894735,21,6
2019,MAHARASHTRA,hate crime,0.0,33.0,57.0,30.0,-1.0,21,6
2020,MAHARASHTRA,hate crime,3.0,0.0,33.0,12.0,inf,21,6
2021,MAHARASHTRA,hate crime,0.0,3.0,0.0,1.0,-1.0,21,6
2022,MAHARASHTRA,hate crime,0.0,0.0,3.0,1.0,0.0,21,6
2023,MAHARASHTRA,hate crime,0.0,0.0,0.0,0.0,0.0,21,6
2016,MAHARASHTRA,illegal trade,2.0,0.0,0.0,0.0,0.0,21,7
2017,MAHARASHTRA,illegal trade,0.0,2.0,0.0,0.0,-1.0,21,7
2018,MAHARASHTRA,illegal trade,2.0,0.0,2.0,1.3333333333333333,inf,21,7
2019,MAHARASHTRA,illegal trade,0.0,2.0,0.0,0.6666666666666666,-1.0,21,7
2020,MAHARASHTRA,illegal trade,0.0,0.0,2.0,0.6666666666666666,0.0,21,7
2021,MAHARASHTRA,illegal trade,3.0,0.0,0.0,1.0,inf,21,7
2022,MAHARASHTRA,illegal trade,1.5,3.0,0.0,1.5,-0.5,21,7
2023,MAHARASHTRA,illegal trade,0.0,1.5,3.0,1.5,-1.0,21,7
2016,MAHARASHTRA,personal revenge,45.0,0.0,0.0,0.0,0.0,21,8
2017,MAHARASHTRA,personal revenge,47.0,45.0,0.0,0.0,0.04444444444444451,21,8
2018,MAHARASHTRA,personal revenge,99.0,47.0,45.0,63.666666666666664,1.106382978723404,21,8
2019,MAHARASHTRA,personal revenge,48.0,99.0,47.0,64.66666666666667,-0.5151515151515151,21,8
2020,MAHARASHTRA,personal revenge,36.0,48.0,99.0,61.0,-0.25,21,8
2021,MAHARASHTRA,personal revenge,28.0,36.0,48.0,37.333333333333336,-0.2222222222222222,21,8
2022,MAHARASHTRA,personal revenge,41.0,28.0,36.0,35.0,0.4642857142857142,21,8
2023,MAHARASHTRA,personal revenge,54.0,41.0,28.0,41.0,0.3170731707317074,21,8
2016,MAHARASHTRA,piracy,3.0,0.0,0.0,0.0,0.0,21,9
2017,MAHARASHTRA,piracy,2.0,3.0,0.0,0.0,-0.33333333333333337,21,9
2018,MAHARASHTRA,piracy,6.0,2.0,3.0,3.6666666666666665,2.0,21,9
2019,MAHARASHTRA,piracy,1.0,6.0,2.0,3.0,-0.8333333333333334,21,9
2020,MAHARASHTRA,piracy,0.0,1.0,6.0,2.3333333333333335,-1.0,21,9
2021,MAHARASHTRA,piracy,0.0,0.0,1.0,0.3333333333333333,0.0,21,9
2022,MAHARASHTRA,piracy,0.0,0.0,0.0,0.0,0.0,21,9
2023,MAHARASHTRA,piracy,0.0,0.0,0.0,0.0,0.0,21,9
2016,MAHARASHTRA,political motive,2.0,0.0,0.0,0.0,0.0,21,10
2017,MAHARASHTRA,political motive,3.0,2.0,0.0,0.0,0.5,21,10
2018,MAHARASHTRA,political motive,20.0,3.0,2.0,8.333333333333334,5.666666666666667,21,10
2019,MAHARASHTRA,political motive,12.0,20.0,3.0,11.666666666666666,-0.4,21,10
2020,MAHARASHTRA,political motive,9.0,12.0,20.0,13.666666666666666,-0.25,21,10
2021,MAHARASHTRA,political motive,5.0,9.0,12.0,8.666666666666666,-0.4444444444444444,21,10
2022,MAHARASHTRA,political motive,2.5,5.0,9.0,5.5,-0.5,21,10
2023,MAHARASHTRA,political motive,0.0,2.5,5.0,2.5,-1.0,21,10
2016,MAHARASHTRA,prank,5.0,0.0,0.0,0.0,0.0,21,11
2017,MAHARASHTRA,prank,16.0,5.0,0.0,0.0,2.2,21,11
2018,MAHARASHTRA,prank,18.0,16.0,5.0,13.0,0.125,21,11
2019,MAHARASHTRA,prank,10.0,18.0,16.0,14.666666666666666,-0.4444444444444444,21,11
2020,MAHARASHTRA,prank,32.0,10.0,18.0,20.0,2.2,21,11
2021,MAHARASHTRA,prank,8.0,32.0,10.0,16.666666666666668,-0.75,21,11
2022,MAHARASHTRA,prank,4.0,8.0,32.0,14.666666666666666,-0.5,21,11
2023,MAHARASHTRA,prank,0.0,4.0,8.0,4.0,-1.0,21,11
2016,MAHARASHTRA,sexual exploitation,144.0,0.0,0.0,0.0,0.0,21,12
2017,MAHARASHTRA,sexual exploitation,462.0,144.0,0.0,0.0,2.2083333333333335,21,12
2018,MAHARASHTRA,sexual exploitation,724.0,462.0,144.0,443.3333333333333,0.5670995670995671,21,12
2019,MAHARASHTRA,sexual exploitation,557.0,724.0,462.0,581.0,-0.23066298342541436,21,12
2020,MAHARASHTRA,sexual exploitation,612.0,557.0,724.0,631.0,0.09874326750448836,21,12
2021,MAHARASHTRA,sexual exploitation,628.0,612.0,557.0,599.0,0.02614379084967311,21,12
2022,MAHARASHTRA,sexual exploitation,581.0,628.0,612.0,607.0,-0.07484076433121023,21,12
2023,MAHARASHTRA,sexual exploitation,534.0,581.0,628.0,581.0,-0.08089500860585197,21,12
2017,MAHARASHTRA,terrorism,14.0,0.0,0.0,0.0,0.0,21,13
2018,MAHARASHTRA,terrorism,0.0,14.0,0.0,0.0,-1.0,21,13
2019,MAHARASHTRA,terrorism,21.0,0.0,14.0,11.666666666666666,inf,21,13
2020,MAHARASHTRA,terrorism,0.0,21.0,0.0,7.0,-1.0,21,13
2021,MAHARASHTRA,terrorism,0.0,0.0,21.0,7.0,0.0,21,13
2022,MAHARASHTRA,terrorism,0.0,0.0,0.0,0.0,0.0,21,13
2023,MAHARASHTRA,terrorism,0.0,0.0,0.0,0.0,0.0,21,13
2017,MANIPUR,abetment suicide,0.0,0.0,0.0,0.0,0.0,22,1
2018,MANIPUR,abetment suicide,0.0,0.0,0.0,0.0,0.0,22,1
2019,MANIPUR,abetment suicide,0.0,0.0,0.0,0.0,0.0,22,1
2020,MANIPUR,abetment suicide,0.0,0.0,0.0,0.0,0.0,22,1
2021,MANIPUR,abetment suicide,0.0,0.0,0.0,0.0,0.0,22,1
2022,MANIPUR,abetment suicide,0.0,0.0,0.0,0.0,0.0,22,1
2023,MANIPUR,abetment suicide,0.0,0.0,0.0,0.0,0.0,22,1
2016,MANIPUR,data theft,0.0,0.0,0.0,0.0,0.0,22,2
2017,MANIPUR,data theft,1.0,0.0,0.0,0.0,inf,22,2
2018,MANIPUR,data theft,0.0,1.0,0.0,0.3333333333333333,-1.0,22,2
2019,MANIPUR,data theft,0.0,0.0,1.0,0.3333333333333333,0.0,22,2
2020,MANIPUR,data theft,0.0,0.0,0.0,0.0,0.0,22,2
2021,MANIPUR,data theft,0.0,0.0,0.0,0.0,0.0,22,2
2022,MANIPUR,data theft,0.0,0.0,0.0,0.0,0.0,22,2
2023,MANIPUR,data theft,0.0,0.0,0.0,0.0,0.0,22,2
2017,MANIPUR,emotional motive,2.0,0.0,0.0,0.0,0.0,22,3
2018,MANIPUR,emotional motive,0.0,2.0,0.0,0.0,-1.0,22,3
2019,MANIPUR,emotional motive,0.0,0.0,2.0,0.6666666666666666,0.0,22,3
2020,MANIPUR,emotional motive,2.0,0.0,0.0,0.6666666666666666,inf,22,3
2021,MANIPUR,emotional motive,0.0,2.0,0.0,0.6666666666666666,-1.0,22,3
2022,MANIPUR,emotional motive,0.0,0.0,2.0,0.6666666666666666,0.0,22,3
2023,MANIPUR,emotional motive,0.0,0.0,0.0,0.0,0.0,22,3
