state,year,category,cases
JHARKHAND,2023,hate crime,0.0
JHARKHAND,2023,illegal trade,0.0
JHARKHAND,2023,personal revenge,0.0
JHARKHAND,2023,piracy,0.0
JHARKHAND,2023,political motive,0.0
JHARKHAND,2023,prank,0.0
JHARKHAND,2023,sexual exploitation,19.0
JHARKHAND,2023,terrorism,0.0
KARNATAKA,2016,data theft,11.0
KARNATAKA,2016,extortion,76.0
KARNATAKA,2016,hate crime,17.0
KARNATAKA,2016,illegal trade,2.0
KARNATAKA,2016,personal revenge,47.0
KARNATAKA,2016,piracy,2.0
KARNATAKA,2016,political motive,6.0
KARNATAKA,2016,prank,2.0
KARNATAKA,2016,sexual exploitation,41.0
KARNATAKA,2017,abetment suicide,0.0
KARNATAKA,2017,data theft,1.0
KARNATAKA,2017,emotional motive,12.0
KARNATAKA,2017,extortion,28.0
KARNATAKA,2017,fraud,2764.0
KARNATAKA,2017,hate crime,21.0
KARNATAKA,2017,illegal trade,0.0
KARNATAKA,2017,personal revenge,36.0
KARNATAKA,2017,piracy,2.0
KARNATAKA,2017,political motive,20.0
KARNATAKA,2017,prank,1.0
KARNATAKA,2017,sexual exploitation,55.0
KARNATAKA,2017,terrorism,4.0
KARNATAKA,2018,abetment suicide,0.0
KARNATAKA,2018,data theft,1.0
KARNATAKA,2018,emotional motive,10.0
KARNATAKA,2018,extortion,97.0
KARNATAKA,2018,fraud,5441.0
KARNATAKA,2018,hate crime,3.0
KARNATAKA,2018,illegal trade,0.0
KARNATAKA,2018,personal revenge,27.0
KARNATAKA,2018,piracy,5.0
KARNATAKA,2018,political motive,22.0
KARNATAKA,2018,prank,1.0
KARNATAKA,2018,sexual exploitation,85.0
KARNATAKA,2018,terrorism,1.0
KARNATAKA,2019,abetment suicide,0.0
KARNATAKA,2019,data theft,0.0
KARNATAKA,2019,emotional motive,4.0
KARNATAKA,2019,extortion,43.0
KARNATAKA,2019,fraud,11381.0
KARNATAKA,2019,hate crime,0.0
KARNATAKA,2019,illegal trade,0.0
KARNATAKA,2019,personal revenge,12.0
KARNATAKA,2019,piracy,2.0
KARNATAKA,2019,political motive,9.0
KARNATAKA,2019,prank,1.0
KARNATAKA,2019,sexual exploitation,90.0
KARNATAKA,2019,terrorism,3.0
KARNATAKA,2020,abetment suicide,0.0
KARNATAKA,2020,data theft,0.0
KARNATAKA,2020,emotional motive,13.0
KARNATAKA,2020,extortion,74.0
KARNATAKA,2020,fraud,9680.0
KARNATAKA,2020,hate crime,3.0
KARNATAKA,2020,illegal trade,2.0
KARNATAKA,2020,personal revenge,147.0
KARNATAKA,2020,piracy,4.0
KARNATAKA,2020,political motive,18.0
KARNATAKA,2020,prank,0.0
KARNATAKA,2020,sexual exploitation,191.0
KARNATAKA,2020,terrorism,0.0
KARNATAKA,2021,abetment suicide,0.0
KARNATAKA,2021,data theft,1.0
KARNATAKA,2021,emotional motive,11.0
KARNATAKA,2021,extortion,73.0
KARNATAKA,2021,fraud,7236.0
KARNATAKA,2021,hate crime,0.0
KARNATAKA,2021,illegal trade,0.0
KARNATAKA,2021,personal revenge,33.0
KARNATAKA,2021,piracy,0.0
KARNATAKA,2021,political motive,3.0
KARNATAKA,2021,prank,1.0
KARNATAKA,2021,sexual exploitation,319.0
KARNATAKA,2021,terrorism,0.0
KARNATAKA,2023,abetment suicide,0.0
KARNATAKA,2023,data theft,1.0
KARNATAKA,2023,emotional motive,104.0
KARNATAKA,2023,extortion,437.0
KARNATAKA,2023,fraud,18602.0
KARNATAKA,2023,hate crime,0.0
KARNATAKA,2023,illegal trade,3.0
KARNATAKA,2023,personal revenge,109.0
KARNATAKA,2023,piracy,0.0
KARNATAKA,2023,political motive,12.0
KARNATAKA,2023,prank,2.0
KARNATAKA,2023,sexual exploitation,682.0
KARNATAKA,2023,terrorism,1.0
KERALA,2016,data theft,2.0
KERALA,2016,extortion,9.0
KERALA,2016,hate crime,1.0
KERALA,2016,illegal trade,0.0
KERALA,2016,personal revenge,29.0
KERALA,2016,piracy,9.0
KERALA,2016,political motive,6.0
KERALA,2016,prank,0.0
KERALA,2016,sexual exploitation,29.0
KERALA,2017,abetment suicide,0.0
KERALA,2017,data theft,0.0
KERALA,2017,emotional motive,28.0
KERALA,2017,extortion,11.0
KERALA,2017,fraud,77.0
KERALA,2017,hate crime,1.0
KERALA,2017,illegal trade,0.0
KERALA,2017,personal revenge,62.0
KERALA,2017,piracy,0.0
KERALA,2017,political motive,9.0
KERALA,2017,prank,0.0
KERALA,2017,sexual exploitation,65.0
KERALA,2017,terrorism,4.0
KERALA,2018,abetment suicide,0.0
KERALA,2018,data theft,0.0
KERALA,2018,emotional motive,18.0
KERALA,2018,extortion,8.0
KERALA,2018,fraud,93.0
KERALA,2018,hate crime,0.0
KERALA,2018,illegal trade,0.0
KERALA,2018,personal revenge,69.0
KERALA,2018,piracy,0.0
KERALA,2018,political motive,18.0
KERALA,2018,prank,3.0
KERALA,2018,sexual exploitation,50.0
KERALA,2018,terrorism,3.0
KERALA,2019,abetment suicide,0.0
KERALA,2019,data theft,0.0
KERALA,2019,emotional motive,25.0
KERALA,2019,extortion,6.0
KERALA,2019,fraud,67.0
KERALA,2019,hate crime,0.0
KERALA,2019,illegal trade,0.0
KERALA,2019,personal revenge,68.0
KERALA,2019,piracy,7.0
KERALA,2019,political motive,16.0
KERALA,2019,prank,6.0
KERALA,2019,sexual exploitation,70.0
KERALA,2019,terrorism,0.0
KERALA,2020,abetment suicide,0.0
KERALA,2020,data theft,0.0
KERALA,2020,emotional motive,34.0
KERALA,2020,extortion,21.0
KERALA,2020,fraud,96.0
KERALA,2020,hate crime,0.0
KERALA,2020,illegal trade,0.0
KERALA,2020,personal revenge,44.0
KERALA,2020,piracy,1.0
KERALA,2020,political motive,10.0
KERALA,2020,prank,10.0
KERALA,2020,sexual exploitation,138.0
KERALA,2020,terrorism,0.0
KERALA,2021,abetment suicide,0.0
KERALA,2021,data theft,0.0
KERALA,2021,emotional motive,22.0
KERALA,2021,extortion,20.0
KERALA,2021,fraud,227.0
KERALA,2021,hate crime,0.0
KERALA,2021,illegal trade,0.0
KERALA,2021,personal revenge,38.0
KERALA,2021,piracy,1.0
KERALA,2021,political motive,2.0
KERALA,2021,prank,12.0
KERALA,2021,sexual exploitation,170.0
KERALA,2021,terrorism,0.0
KERALA,2023,abetment suicide,0.0
KERALA,2023,data theft,57.0
KERALA,2023,emotional motive,29.0
KERALA,2023,extortion,590.0
KERALA,2023,fraud,1718.0
KERALA,2023,hate crime,0.0
KERALA,2023,illegal trade,0.0
KERALA,2023,personal revenge,97.0
KERALA,2023,piracy,2.0
KERALA,2023,political motive,3.0
KERALA,2023,prank,4.0
KERALA,2023,sexual exploitation,500.0
KERALA,2023,terrorism,0.0
LADAKH,2020,abetment suicide,0.0
LADAKH,2020,data theft,0.0
LADAKH,2020,emotional motive,0.0
LADAKH,2020,extortion,0.0
LADAKH,2020,fraud,0.0
LADAKH,2020,hate crime,0.0
LADAKH,2020,illegal trade,0.0
LADAKH,2020,personal revenge,0.0
LADAKH,2020,piracy,0.0
LADAKH,2020,political motive,0.0
LADAKH,2020,prank,0.0
LADAKH,2020,sexual exploitation,0.0
LADAKH,2020,terrorism,0.0
LADAKH,2021,abetment suicide,0.0
LADAKH,2021,data theft,0.0
LADAKH,2021,emotional motive,0.0
LADAKH,2021,extortion,0.0
LADAKH,2021,fraud,0.0
LADAKH,2021,hate crime,0.0
LADAKH,2021,illegal trade,0.0
LADAKH,2021,personal revenge,0.0
LADAKH,2021,piracy,0.0
LADAKH,2021,political motive,0.0
LADAKH,2021,prank,0.0
LADAKH,2021,sexual exploitation,0.0
LADAKH,2021,terrorism,0.0
LADAKH,2023,abetment suicide,0.0
LADAKH,2023,data theft,0.0
LADAKH,2023,emotional motive,0.0
LADAKH,2023,extortion,0.0
LADAKH,2023,fraud,0.0
LADAKH,2023,hate crime,0.0
LADAKH,2023,illegal trade,0.0
LADAKH,2023,personal revenge,0.0
LADAKH,2023,piracy,0.0
LADAKH,2023,political motive,0.0
LADAKH,2023,prank,0.0
LADAKH,2023,sexual exploitation,0.0
LADAKH,2023,terrorism,0.0
LAKSHADWEEP,2016,data theft,0.0
LAKSHADWEEP,2016,extortion,0.0
LAKSHADWEEP,2016,hate crime,0.0
LAKSHADWEEP,2016,illegal trade,0.0
LAKSHADWEEP,2016,personal revenge,0.0
LAKSHADWEEP,2016,piracy,0.0
LAKSHADWEEP,2016,political motive,0.0
LAKSHADWEEP,2016,prank,0.0
LAKSHADWEEP,2016,sexual exploitation,0.0
LAKSHADWEEP,2017,abetment suicide,0.0
LAKSHADWEEP,2017,data theft,0.0
LAKSHADWEEP,2017,emotional motive,0.0
LAKSHADWEEP,2017,extortion,0.0
LAKSHADWEEP,2017,fraud,0.0
LAKSHADWEEP,2017,hate crime,0.0
LAKSHADWEEP,2017,illegal trade,0.0
LAKSHADWEEP,2017,personal revenge,0.0
LAKSHADWEEP,2017,piracy,0.0
LAKSHADWEEP,2017,political motive,0.0
LAKSHADWEEP,2017,prank,0.0
LAKSHADWEEP,2017,sexual exploitation,0.0
LAKSHADWEEP,2017,terrorism,0.0
LAKSHADWEEP,2018,abetment suicide,0.0
LAKSHADWEEP,2018,data theft,0.0
LAKSHADWEEP,2018,emotional motive,0.0
LAKSHADWEEP,2018,extortion,0.0
LAKSHADWEEP,2018,fraud,1.0
LAKSHADWEEP,2018,hate crime,0.0
LAKSHADWEEP,2018,illegal trade,0.0
LAKSHADWEEP,2018,personal revenge,0.0
LAKSHADWEEP,2018,piracy,0.0
LAKSHADWEEP,2018,political motive,0.0
LAKSHADWEEP,2018,prank,0.0
LAKSHADWEEP,2018,sexual exploitation,2.0
LAKSHADWEEP,2018,terrorism,0.0
LAKSHADWEEP,2019,abetment suicide,0.0
LAKSHADWEEP,2019,data theft,0.0
LAKSHADWEEP,2019,emotional motive,0.0
LAKSHADWEEP,2019,extortion,0.0
LAKSHADWEEP,2019,fraud,0.0
LAKSHADWEEP,2019,hate crime,0.0
LAKSHADWEEP,2019,illegal trade,0.0
LAKSHADWEEP,2019,personal revenge,4.0
LAKSHADWEEP,2019,piracy,0.0
LAKSHADWEEP,2019,political motive,0.0
LAKSHADWEEP,2019,prank,0.0
LAKSHADWEEP,2019,sexual exploitation,0.0
LAKSHADWEEP,2019,terrorism,0.0
LAKSHADWEEP,2020,abetment suicide,0.0
LAKSHADWEEP,2020,data theft,0.0
LAKSHADWEEP,2020,emotional motive,0.0
LAKSHADWEEP,2020,extortion,0.0
LAKSHADWEEP,2020,fraud,0.0
LAKSHADWEEP,2020,hate crime,0.0
LAKSHADWEEP,2020,illegal trade,0.0
LAKSHADWEEP,2020,personal revenge,2.0
LAKSHADWEEP,2020,piracy,0.0
LAKSHADWEEP,2020,political motive,0.0
LAKSHADWEEP,2020,prank,0.0
LAKSHADWEEP,2020,sexual exploitation,0.0
LAKSHADWEEP,2020,terrorism,0.0
LAKSHADWEEP,2021,abetment suicide,0.0
LAKSHADWEEP,2021,data theft,0.0
LAKSHADWEEP,2021,emotional motive,0.0
LAKSHADWEEP,2021,extortion,0.0
LAKSHADWEEP,2021,fraud,1.0
LAKSHADWEEP,2021,hate crime,0.0
LAKSHADWEEP,2021,illegal trade,0.0
LAKSHADWEEP,2021,personal revenge,0.0
LAKSHADWEEP,2021,piracy,0.0
LAKSHADWEEP,2021,political motive,0.0
LAKSHADWEEP,2021,prank,0.0
LAKSHADWEEP,2021,sexual exploitation,0.0
LAKSHADWEEP,2021,terrorism,0.0
LAKSHADWEEP,2023,abetment suicide,0.0
LAKSHADWEEP,2023,data theft,0.0
LAKSHADWEEP,2023,emotional motive,0.0
LAKSHADWEEP,2023,extortion,0.0
LAKSHADWEEP,2023,fraud,0.0
LAKSHADWEEP,2023,hate crime,0.0
LAKSHADWEEP,2023,illegal trade,0.0
LAKSHADWEEP,2023,personal revenge,0.0
LAKSHADWEEP,2023,piracy,0.0
LAKSHADWEEP,2023,political motive,0.0
LAKSHADWEEP,2023,prank,0.0
LAKSHADWEEP,2023,sexual exploitation,1.0
LAKSHADWEEP,2023,terrorism,0.0
MADHYA PRADESH,2016,data theft,0.0
MADHYA PRADESH,2016,extortion,5.0
MADHYA PRADESH,2016,hate crime,10.0
MADHYA PRADESH,2016,illegal trade,0.0
MADHYA PRADESH,2016,personal revenge,5.0
MADHYA PRADESH,2016,piracy,0.0
MADHYA PRADESH,2016,political motive,0.0
MADHYA PRADESH,2016,prank,5.0
MADHYA PRADESH,2016,sexual exploitation,8.0
MADHYA PRADESH,2017,abetment suicide,0.0
MADHYA PRADESH,2017,data theft,0.0
MADHYA PRADESH,2017,emotional motive,26.0
MADHYA PRADESH,2017,extortion,6.0
MADHYA PRADESH,2017,fraud,155.0
MADHYA PRADESH,2017,hate crime,19.0
MADHYA PRADESH,2017,illegal trade,0.0
MADHYA PRADESH,2017,personal revenge,2.0
MADHYA PRADESH,2017,piracy,8.0
MADHYA PRADESH,2017,political motive,0.0
MADHYA PRADESH,2017,prank,4.0
MADHYA PRADESH,2017,sexual exploitation,33.0
MADHYA PRADESH,2017,terrorism,0.0
MADHYA PRADESH,2018,abetment suicide,1.0
MADHYA PRADESH,2018,data theft,0.0
MADHYA PRADESH,2018,emotional motive,10.0
MADHYA PRADESH,2018,extortion,19.0
MADHYA PRADESH,2018,fraud,230.0
MADHYA PRADESH,2018,hate crime,29.0
MADHYA PRADESH,2018,illegal trade,0.0
MADHYA PRADESH,2018,personal revenge,93.0
MADHYA PRADESH,2018,piracy,20.0
MADHYA PRADESH,2018,political motive,1.0
MADHYA PRADESH,2018,prank,2.0
MADHYA PRADESH,2018,sexual exploitation,49.0
MADHYA PRADESH,2018,terrorism,3.0
MADHYA PRADESH,2019,abetment suicide,0.0
MADHYA PRADESH,2019,data theft,1.0
MADHYA PRADESH,2019,emotional motive,2.0
MADHYA PRADESH,2019,extortion,21.0
MADHYA PRADESH,2019,fraud,178.0
MADHYA PRADESH,2019,hate crime,1.0
MADHYA PRADESH,2019,illegal trade,0.0
MADHYA PRADESH,2019,personal revenge,2.0
MADHYA PRADESH,2019,piracy,0.0
MADHYA PRADESH,2019,political motive,2.0
MADHYA PRADESH,2019,prank,2.0
MADHYA PRADESH,2019,sexual exploitation,40.0
MADHYA PRADESH,2019,terrorism,0.0
MADHYA PRADESH,2020,abetment suicide,0.0
MADHYA PRADESH,2020,data theft,0.0
MADHYA PRADESH,2020,emotional motive,6.0
MADHYA PRADESH,2020,extortion,13.0
MADHYA PRADESH,2020,fraud,292.0
MADHYA PRADESH,2020,hate crime,0.0
MADHYA PRADESH,2020,illegal trade,0.0
MADHYA PRADESH,2020,personal revenge,7.0
MADHYA PRADESH,2020,piracy,0.0
MADHYA PRADESH,2020,political motive,3.0
MADHYA PRADESH,2020,prank,2.0
MADHYA PRADESH,2020,sexual exploitation,119.0
MADHYA PRADESH,2020,terrorism,0.0
MADHYA PRADESH,2021,abetment suicide,0.0
MADHYA PRADESH,2021,data theft,1.0
MADHYA PRADESH,2021,emotional motive,27.0
MADHYA PRADESH,2021,extortion,16.0
MADHYA PRADESH,2021,fraud,244.0
MADHYA PRADESH,2021,hate crime,0.0
MADHYA PRADESH,2021,illegal trade,0.0
MADHYA PRADESH,2021,personal revenge,14.0
MADHYA PRADESH,2021,piracy,0.0
MADHYA PRADESH,2021,political motive,3.0
MADHYA PRADESH,2021,prank,0.0
MADHYA PRADESH,2021,sexual exploitation,100.0
MADHYA PRADESH,2021,terrorism,1.0
MADHYA PRADESH,2023,abetment suicide,0.0
MADHYA PRADESH,2023,data theft,1.0
MADHYA PRADESH,2023,emotional motive,10.0
MADHYA PRADESH,2023,extortion,17.0
MADHYA PRADESH,2023,fraud,332.0
MADHYA PRADESH,2023,hate crime,0.0
MADHYA PRADESH,2023,illegal trade,0.0
MADHYA PRADESH,2023,personal revenge,13.0
MADHYA PRADESH,2023,piracy,0.0
MADHYA PRADESH,2023,political motive,1.0
MADHYA PRADESH,2023,prank,5.0
MADHYA PRADESH,2023,sexual exploitation,102.0
MADHYA PRADESH,2023,terrorism,0.0
MAHARASHTRA,2016,data theft,5.0
MAHARASHTRA,2016,extortion,46.0
MAHARASHTRA,2016,hate crime,28.0
MAHARASHTRA,2016,illegal trade,2.0
MAHARASHTRA,2016,personal revenge,45.0
MAHARASHTRA,2016,piracy,3.0
MAHARASHTRA,2016,political motive,2.0
MAHARASHTRA,2016,prank,5.0
MAHARASHTRA,2016,sexual exploitation,144.0
MAHARASHTRA,2017,abetment suicide,0.0
MAHARASHTRA,2017,data theft,1.0
MAHARASHTRA,2017,emotional motive,80.0
MAHARASHTRA,2017,extortion,23.0
MAHARASHTRA,2017,fraud,2171.0
MAHARASHTRA,2017,hate crime,57.0
MAHARASHTRA,2017,illegal trade,0.0
MAHARASHTRA,2017,personal revenge,47.0
MAHARASHTRA,2017,piracy,2.0
MAHARASHTRA,2017,political motive,3.0
MAHARASHTRA,2017,prank,16.0
MAHARASHTRA,2017,sexual exploitation,462.0
MAHARASHTRA,2017,terrorism,14.0
MAHARASHTRA,2018,abetment suicide,0.0
MAHARASHTRA,2018,data theft,3.0
MAHARASHTRA,2018,emotional motive,129.0
MAHARASHTRA,2018,extortion,31.0
MAHARASHTRA,2018,fraud,1998.0
MAHARASHTRA,2018,hate crime,33.0
MAHARASHTRA,2018,illegal trade,2.0
MAHARASHTRA,2018,personal revenge,99.0
MAHARASHTRA,2018,piracy,6.0
MAHARASHTRA,2018,political motive,20.0
MAHARASHTRA,2018,prank,18.0
MAHARASHTRA,2018,sexual exploitation,724.0
MAHARASHTRA,2018,terrorism,0.0
MAHARASHTRA,2019,abetment suicide,0.0
MAHARASHTRA,2019,data theft,7.0
MAHARASHTRA,2019,emotional motive,45.0
MAHARASHTRA,2019,extortion,35.0
MAHARASHTRA,2019,fraud,3551.0
MAHARASHTRA,2019,hate crime,0.0
MAHARASHTRA,2019,illegal trade,0.0
MAHARASHTRA,2019,personal revenge,48.0
MAHARASHTRA,2019,piracy,1.0
MAHARASHTRA,2019,political motive,12.0
MAHARASHTRA,2019,prank,10.0
MAHARASHTRA,2019,sexual exploitation,557.0
MAHARASHTRA,2019,terrorism,21.0
MAHARASHTRA,2020,abetment suicide,0.0
MAHARASHTRA,2020,data theft,0.0
MAHARASHTRA,2020,emotional motive,105.0
MAHARASHTRA,2020,extortion,45.0
MAHARASHTRA,2020,fraud,3413.0
MAHARASHTRA,2020,hate crime,3.0
MAHARASHTRA,2020,illegal trade,0.0
MAHARASHTRA,2020,personal revenge,36.0
MAHARASHTRA,2020,piracy,0.0
MAHARASHTRA,2020,political motive,9.0
MAHARASHTRA,2020,prank,32.0
MAHARASHTRA,2020,sexual exploitation,612.0
MAHARASHTRA,2020,terrorism,0.0
MAHARASHTRA,2021,abetment suicide,0.0
MAHARASHTRA,2021,data theft,0.0
MAHARASHTRA,2021,emotional motive,84.0
MAHARASHTRA,2021,extortion,81.0
MAHARASHTRA,2021,fraud,3219.0
MAHARASHTRA,2021,hate crime,0.0
MAHARASHTRA,2021,illegal trade,3.0
MAHARASHTRA,2021,personal revenge,28.0
MAHARASHTRA,2021,piracy,0.0
MAHARASHTRA,2021,political motive,5.0
MAHARASHTRA,2021,prank,8.0
MAHARASHTRA,2021,sexual exploitation,628.0
MAHARASHTRA,2021,terrorism,0.0
MAHARASHTRA,2023,abetment suicide,0.0
MAHARASHTRA,2023,data theft,0.0
MAHARASHTRA,2023,emotional motive,26.0
MAHARASHTRA,2023,extortion,123.0
MAHARASHTRA,2023,fraud,5290.0
MAHARASHTRA,2023,hate crime,0.0
MAHARASHTRA,2023,illegal trade,0.0
MAHARASHTRA,2023,personal revenge,54.0
MAHARASHTRA,2023,piracy,0.0
MAHARASHTRA,2023,political motive,0.0
MAHARASHTRA,2023,prank,0.0
MAHARASHTRA,2023,sexual exploitation,534.0
MAHARASHTRA,2023,terrorism,0.0
MANIPUR,2016,data theft,0.0
MANIPUR,2016,extortion,0.0
MANIPUR,2016,hate crime,0.0
MANIPUR,2016,illegal trade,0.0
MANIPUR,2016,personal revenge,0.0
MANIPUR,2016,piracy,0.0
MANIPUR,2016,political motive,0.0
MANIPUR,2016,prank,0.0
MANIPUR,2016,sexual exploitation,1.0
MANIPUR,2017,abetment suicide,0.0
MANIPUR,2017,data theft,1.0
MANIPUR,2017,emotional motive,2.0
MANIPUR,2017,extortion,0.0
MANIPUR,2017,fraud,35.0
MANIPUR,2017,hate crime,0.0
MANIPUR,2017,illegal trade,0.0
MANIPUR,2017,personal revenge,0.0
MANIPUR,2017,piracy,5.0
MANIPUR,2017,political motive,0.0
MANIPUR,2017,prank,0.0
MANIPUR,2017,sexual exploitation,10.0
MANIPUR,2017,terrorism,0.0
MANIPUR,2018,abetment suicide,0.0
MANIPUR,2018,data theft,0.0
MANIPUR,2018,emotional motive,0.0
MANIPUR,2018,extortion,3.0
MANIPUR,2018,fraud,14.0
MANIPUR,2018,hate crime,1.0
MANIPUR,2018,illegal trade,0.0
MANIPUR,2018,personal revenge,0.0
MANIPUR,2018,piracy,0.0
MANIPUR,2018,political motive,0.0
MANIPUR,2018,prank,0.0
MANIPUR,2018,sexual exploitation,9.0
MANIPUR,2018,terrorism,1.0
MANIPUR,2019,abetment suicide,0.0
MANIPUR,2019,data theft,0.0
MANIPUR,2019,emotional motive,0.0
MANIPUR,2019,extortion,0.0
MANIPUR,2019,fraud,0.0
MANIPUR,2019,hate crime,0.0
MANIPUR,2019,illegal trade,0.0
MANIPUR,2019,personal revenge,0.0
MANIPUR,2019,piracy,0.0
MANIPUR,2019,political motive,0.0
MANIPUR,2019,prank,0.0
MANIPUR,2019,sexual exploitation,3.0
MANIPUR,2019,terrorism,0.0
MANIPUR,2020,abetment suicide,0.0
MANIPUR,2020,data theft,0.0
MANIPUR,2020,emotional motive,2.0
MANIPUR,2020,extortion,0.0
MANIPUR,2020,fraud,40.0
MANIPUR,2020,hate crime,0.0
MANIPUR,2020,illegal trade,0.0
MANIPUR,2020,personal revenge,0.0
MANIPUR,2020,piracy,0.0
MANIPUR,2020,political motive,10.0
MANIPUR,2020,prank,0.0
MANIPUR,2020,sexual exploitation,10.0
MANIPUR,2020,terrorism,0.0
MANIPUR,2021,abetment suicide,0.0
MANIPUR,2021,data theft,0.0
MANIPUR,2021,emotional motive,0.0
MANIPUR,2021,extortion,2.0
MANIPUR,2021,fraud,16.0
MANIPUR,2021,hate crime,2.0
MANIPUR,2021,illegal trade,1.0
MANIPUR,2021,personal revenge,3.0
MANIPUR,2021,piracy,6.0
MANIPUR,2021,political motive,0.0
MANIPUR,2021,prank,0.0
MANIPUR,2021,sexual exploitation,37.0
MANIPUR,2021,terrorism,0.0
MANIPUR,2023,abetment suicide,0.0
MANIPUR,2023,data theft,0.0
MANIPUR,2023,emotional motive,0.0
MANIPUR,2023,extortion,0.0
MANIPUR,2023,fraud,1.0
MANIPUR,2023,hate crime,0.0
MANIPUR,2023,illegal trade,0.0
MANIPUR,2023,personal revenge,1.0
MANIPUR,2023,piracy,0.0
MANIPUR,2023,political motive,0.0
MANIPUR,2023,prank,0.0
MANIPUR,2023,sexual exploitation,1.0
MANIPUR,2023,terrorism,0.0
MEGHALAYA,2016,data theft,0.0
MEGHALAYA,2016,extortion,3.0
MEGHALAYA,2016,hate crime,0.0
MEGHALAYA,2016,illegal trade,3.0
MEGHALAYA,2016,personal revenge,3.0
MEGHALAYA,2016,piracy,0.0
MEGHALAYA,2016,political motive,1.0
MEGHALAYA,2016,prank,0.0
MEGHALAYA,2016,sexual exploitation,1.0
MEGHALAYA,2017,abetment suicide,0.0
MEGHALAYA,2017,data theft,0.0
MEGHALAYA,2017,emotional motive,1.0
MEGHALAYA,2017,extortion,1.0
MEGHALAYA,2017,fraud,15.0
MEGHALAYA,2017,hate crime,0.0
MEGHALAYA,2017,illegal trade,0.0
MEGHALAYA,2017,personal revenge,9.0
MEGHALAYA,2017,piracy,0.0
MEGHALAYA,2017,political motive,1.0
MEGHALAYA,2017,prank,0.0
MEGHALAYA,2017,sexual exploitation,4.0
MEGHALAYA,2017,terrorism,2.0
MEGHALAYA,2018,abetment suicide,0.0
MEGHALAYA,2018,data theft,0.0
MEGHALAYA,2018,emotional motive,0.0
MEGHALAYA,2018,extortion,0.0
MEGHALAYA,2018,fraud,35.0
MEGHALAYA,2018,hate crime,11.0
MEGHALAYA,2018,illegal trade,2.0
MEGHALAYA,2018,personal revenge,0.0
MEGHALAYA,2018,piracy,6.0
MEGHALAYA,2018,political motive,3.0
MEGHALAYA,2018,prank,0.0
MEGHALAYA,2018,sexual exploitation,3.0
MEGHALAYA,2018,terrorism,0.0
MEGHALAYA,2019,abetment suicide,0.0
MEGHALAYA,2019,data theft,0.0
MEGHALAYA,2019,emotional motive,7.0
MEGHALAYA,2019,extortion,7.0
MEGHALAYA,2019,fraud,50.0
MEGHALAYA,2019,hate crime,0.0
MEGHALAYA,2019,illegal trade,0.0
MEGHALAYA,2019,personal revenge,4.0
MEGHALAYA,2019,piracy,0.0
MEGHALAYA,2019,political motive,2.0
MEGHALAYA,2019,prank,0.0
MEGHALAYA,2019,sexual exploitation,5.0
MEGHALAYA,2019,terrorism,0.0
MEGHALAYA,2020,abetment suicide,0.0
MEGHALAYA,2020,data theft,1.0
MEGHALAYA,2020,emotional motive,10.0
MEGHALAYA,2020,extortion,7.0
MEGHALAYA,2020,fraud,81.0
MEGHALAYA,2020,hate crime,0.0
MEGHALAYA,2020,illegal trade,0.0
MEGHALAYA,2020,personal revenge,6.0
MEGHALAYA,2020,piracy,0.0
MEGHALAYA,2020,political motive,1.0
MEGHALAYA,2020,prank,0.0
MEGHALAYA,2020,sexual exploitation,9.0
MEGHALAYA,2020,terrorism,1.0
MEGHALAYA,2021,abetment suicide,0.0
MEGHALAYA,2021,data theft,0.0
MEGHALAYA,2021,emotional motive,2.0
MEGHALAYA,2021,extortion,11.0
MEGHALAYA,2021,fraud,56.0
MEGHALAYA,2021,hate crime,0.0
MEGHALAYA,2021,illegal trade,0.0
MEGHALAYA,2021,personal revenge,2.0
MEGHALAYA,2021,piracy,0.0
MEGHALAYA,2021,political motive,0.0
MEGHALAYA,2021,prank,1.0
MEGHALAYA,2021,sexual exploitation,18.0
MEGHALAYA,2021,terrorism,0.0
MEGHALAYA,2023,abetment suicide,0.0
MEGHALAYA,2023,data theft,0.0
MEGHALAYA,2023,emotional motive,2.0
MEGHALAYA,2023,extortion,3.0
MEGHALAYA,2023,fraud,29.0
MEGHALAYA,2023,hate crime,0.0
MEGHALAYA,2023,illegal trade,0.0
MEGHALAYA,2023,personal revenge,2.0
MEGHALAYA,2023,piracy,0.0
MEGHALAYA,2023,political motive,1.0
MEGHALAYA,2023,prank,0.0
MEGHALAYA,2023,sexual exploitation,17.0
MEGHALAYA,2023,terrorism,0.0
MIZORAM,2016,data theft,0.0
MIZORAM,2016,extortion,0.0
MIZORAM,2016,hate crime,0.0
MIZORAM,2016,illegal trade,0.0
MIZORAM,2016,personal revenge,1.0
MIZORAM,2016,piracy,0.0
MIZORAM,2016,political motive,0.0
MIZORAM,2016,prank,0.0
MIZORAM,2016,sexual exploitation,0.0
MIZORAM,2017,abetment suicide,0.0
MIZORAM,2017,data theft,0.0
MIZORAM,2017,emotional motive,0.0
MIZORAM,2017,extortion,0.0
MIZORAM,2017,fraud,7.0
MIZORAM,2017,hate crime,0.0
MIZORAM,2017,illegal trade,0.0
MIZORAM,2017,personal revenge,0.0
MIZORAM,2017,piracy,0.0
MIZORAM,2017,political motive,0.0
MIZORAM,2017,prank,0.0
MIZORAM,2017,sexual exploitation,1.0
MIZORAM,2017,terrorism,0.0
MIZORAM,2018,abetment suicide,0.0
MIZORAM,2018,data theft,0.0
