state,year,category,cases
DAMAN AND DIU,2016,prank,0.0
DAMAN AND DIU,2016,sexual exploitation,0.0
DAMAN AND DIU,2017,abetment suicide,0.0
DAMAN AND DIU,2017,data theft,0.0
DAMAN AND DIU,2017,emotional motive,0.0
DAMAN AND DIU,2017,extortion,1.0
DAMAN AND DIU,2017,fraud,0.0
DAMAN AND DIU,2017,hate crime,0.0
DAMAN AND DIU,2017,illegal trade,0.0
DAMAN AND DIU,2017,personal revenge,0.0
DAMAN AND DIU,2017,piracy,0.0
DAMAN AND DIU,2017,political motive,0.0
DAMAN AND DIU,2017,prank,0.0
DAMAN AND DIU,2017,sexual exploitation,0.0
DAMAN AND DIU,2017,terrorism,0.0
DAMAN AND DIU,2018,abetment suicide,0.0
DAMAN AND DIU,2018,data theft,0.0
DAMAN AND DIU,2018,emotional motive,0.0
DAMAN AND DIU,2018,extortion,0.0
DAMAN AND DIU,2018,fraud,3.0
DAMAN AND DIU,2018,hate crime,0.0
DAMAN AND DIU,2018,illegal trade,0.0
DAMAN AND DIU,2018,personal revenge,0.0
DAMAN AND DIU,2018,piracy,0.0
DAMAN AND DIU,2018,political motive,0.0
DAMAN AND DIU,2018,prank,0.0
DAMAN AND DIU,2018,sexual exploitation,0.0
DAMAN AND DIU,2018,terrorism,0.0
DAMAN AND DIU,2019,abetment suicide,0.0
DAMAN AND DIU,2019,data theft,0.0
DAMAN AND DIU,2019,emotional motive,0.0
DAMAN AND DIU,2019,extortion,0.0
DAMAN AND DIU,2019,fraud,0.0
DAMAN AND DIU,2019,hate crime,0.0
DAMAN AND DIU,2019,illegal trade,0.0
DAMAN AND DIU,2019,personal revenge,0.0
DAMAN AND DIU,2019,piracy,0.0
DAMAN AND DIU,2019,political motive,0.0
DAMAN AND DIU,2019,prank,0.0
DAMAN AND DIU,2019,sexual exploitation,0.0
DAMAN AND DIU,2019,terrorism,0.0
DAMAN AND DIU,2020,abetment suicide,0.0
DAMAN AND DIU,2020,data theft,0.0
DAMAN AND DIU,2020,emotional motive,0.0
DAMAN AND DIU,2020,extortion,1.0
DAMAN AND DIU,2020,fraud,0.0
DAMAN AND DIU,2020,hate crime,0.0
DAMAN AND DIU,2020,illegal trade,0.0
DAMAN AND DIU,2020,personal revenge,0.0
DAMAN AND DIU,2020,piracy,0.0
DAMAN AND DIU,2020,political motive,0.0
DAMAN AND DIU,2020,prank,0.0
DAMAN AND DIU,2020,sexual exploitation,2.0
DAMAN AND DIU,2020,terrorism,0.0
DAMAN AND DIU,2021,abetment suicide,0.0
DAMAN AND DIU,2021,data theft,0.0
DAMAN AND DIU,2021,emotional motive,0.0
DAMAN AND DIU,2021,extortion,0.0
DAMAN AND DIU,2021,fraud,3.0
DAMAN AND DIU,2021,hate crime,0.0
DAMAN AND DIU,2021,illegal trade,0.0
DAMAN AND DIU,2021,personal revenge,0.0
DAMAN AND DIU,2021,piracy,0.0
DAMAN AND DIU,2021,political motive,0.0
DAMAN AND DIU,2021,prank,0.0
DAMAN AND DIU,2021,sexual exploitation,1.0
DAMAN AND DIU,2021,terrorism,0.0
DAMAN AND DIU,2023,abetment suicide,0.0
DAMAN AND DIU,2023,data theft,0.0
DAMAN AND DIU,2023,emotional motive,0.0
DAMAN AND DIU,2023,extortion,1.0
DAMAN AND DIU,2023,fraud,22.0
DAMAN AND DIU,2023,hate crime,0.0
DAMAN AND DIU,2023,illegal trade,0.0
DAMAN AND DIU,2023,personal revenge,1.0
DAMAN AND DIU,2023,piracy,1.0
DAMAN AND DIU,2023,political motive,1.0
DAMAN AND DIU,2023,prank,0.0
DAMAN AND DIU,2023,sexual exploitation,9.0
DAMAN AND DIU,2023,terrorism,0.0
DELHI,2016,data theft,0.0
DELHI,2016,extortion,0.0
DELHI,2016,hate crime,0.0
DELHI,2016,illegal trade,0.0
DELHI,2016,personal revenge,9.0
DELHI,2016,piracy,0.0
DELHI,2016,political motive,0.0
DELHI,2016,prank,2.0
DELHI,2016,sexual exploitation,3.0
DELHI,2017,abetment suicide,0.0
DELHI,2017,data theft,0.0
DELHI,2017,emotional motive,2.0
DELHI,2017,extortion,10.0
DELHI,2017,fraud,50.0
DELHI,2017,hate crime,0.0
DELHI,2017,illegal trade,0.0
DELHI,2017,personal revenge,8.0
DELHI,2017,piracy,2.0
DELHI,2017,political motive,0.0
DELHI,2017,prank,7.0
DELHI,2017,sexual exploitation,33.0
DELHI,2017,terrorism,0.0
DELHI,2018,abetment suicide,0.0
DELHI,2018,data theft,0.0
DELHI,2018,emotional motive,4.0
DELHI,2018,extortion,11.0
DELHI,2018,fraud,36.0
DELHI,2018,hate crime,0.0
DELHI,2018,illegal trade,0.0
DELHI,2018,personal revenge,11.0
DELHI,2018,piracy,2.0
DELHI,2018,political motive,0.0
DELHI,2018,prank,1.0
DELHI,2018,sexual exploitation,35.0
DELHI,2018,terrorism,0.0
DELHI,2019,abetment suicide,0.0
DELHI,2019,data theft,0.0
DELHI,2019,emotional motive,0.0
DELHI,2019,extortion,15.0
DELHI,2019,fraud,31.0
DELHI,2019,hate crime,0.0
DELHI,2019,illegal trade,0.0
DELHI,2019,personal revenge,4.0
DELHI,2019,piracy,0.0
DELHI,2019,political motive,0.0
DELHI,2019,prank,1.0
DELHI,2019,sexual exploitation,21.0
DELHI,2019,terrorism,1.0
DELHI,2020,abetment suicide,0.0
DELHI,2020,data theft,0.0
DELHI,2020,emotional motive,4.0
DELHI,2020,extortion,15.0
DELHI,2020,fraud,23.0
DELHI,2020,hate crime,0.0
DELHI,2020,illegal trade,0.0
DELHI,2020,personal revenge,2.0
DELHI,2020,piracy,0.0
DELHI,2020,political motive,0.0
DELHI,2020,prank,0.0
DELHI,2020,sexual exploitation,20.0
DELHI,2020,terrorism,0.0
DELHI,2021,abetment suicide,0.0
DELHI,2021,data theft,0.0
DELHI,2021,emotional motive,4.0
DELHI,2021,extortion,20.0
DELHI,2021,fraud,55.0
DELHI,2021,hate crime,0.0
DELHI,2021,illegal trade,0.0
DELHI,2021,personal revenge,4.0
DELHI,2021,piracy,2.0
DELHI,2021,political motive,0.0
DELHI,2021,prank,0.0
DELHI,2021,sexual exploitation,176.0
DELHI,2021,terrorism,0.0
DELHI,2023,abetment suicide,0.0
DELHI,2023,data theft,0.0
DELHI,2023,emotional motive,2.0
DELHI,2023,extortion,12.0
DELHI,2023,fraud,114.0
DELHI,2023,hate crime,0.0
DELHI,2023,illegal trade,0.0
DELHI,2023,personal revenge,8.0
DELHI,2023,piracy,1.0
DELHI,2023,political motive,1.0
DELHI,2023,prank,11.0
DELHI,2023,sexual exploitation,42.0
DELHI,2023,terrorism,0.0
GOA,2016,data theft,0.0
GOA,2016,extortion,2.0
GOA,2016,hate crime,0.0
GOA,2016,illegal trade,0.0
GOA,2016,personal revenge,0.0
GOA,2016,piracy,0.0
GOA,2016,political motive,0.0
GOA,2016,prank,3.0
GOA,2016,sexual exploitation,0.0
GOA,2017,abetment suicide,0.0
GOA,2017,data theft,0.0
GOA,2017,emotional motive,0.0
GOA,2017,extortion,0.0
GOA,2017,fraud,8.0
GOA,2017,hate crime,0.0
GOA,2017,illegal trade,0.0
GOA,2017,personal revenge,0.0
GOA,2017,piracy,0.0
GOA,2017,political motive,0.0
GOA,2017,prank,0.0
GOA,2017,sexual exploitation,0.0
GOA,2017,terrorism,0.0
GOA,2018,abetment suicide,0.0
GOA,2018,data theft,0.0
GOA,2018,emotional motive,0.0
GOA,2018,extortion,0.0
GOA,2018,fraud,11.0
GOA,2018,hate crime,0.0
GOA,2018,illegal trade,0.0
GOA,2018,personal revenge,0.0
GOA,2018,piracy,0.0
GOA,2018,political motive,0.0
GOA,2018,prank,0.0
GOA,2018,sexual exploitation,4.0
GOA,2018,terrorism,0.0
GOA,2019,abetment suicide,0.0
GOA,2019,data theft,0.0
GOA,2019,emotional motive,1.0
GOA,2019,extortion,0.0
GOA,2019,fraud,9.0
GOA,2019,hate crime,0.0
GOA,2019,illegal trade,0.0
GOA,2019,personal revenge,2.0
GOA,2019,piracy,0.0
GOA,2019,political motive,0.0
GOA,2019,prank,0.0
GOA,2019,sexual exploitation,1.0
GOA,2019,terrorism,0.0
GOA,2020,abetment suicide,0.0
GOA,2020,data theft,0.0
GOA,2020,emotional motive,0.0
GOA,2020,extortion,0.0
GOA,2020,fraud,25.0
GOA,2020,hate crime,0.0
GOA,2020,illegal trade,0.0
GOA,2020,personal revenge,0.0
GOA,2020,piracy,0.0
GOA,2020,political motive,0.0
GOA,2020,prank,0.0
GOA,2020,sexual exploitation,4.0
GOA,2020,terrorism,0.0
GOA,2021,abetment suicide,0.0
GOA,2021,data theft,0.0
GOA,2021,emotional motive,2.0
GOA,2021,extortion,1.0
GOA,2021,fraud,23.0
GOA,2021,hate crime,0.0
GOA,2021,illegal trade,0.0
GOA,2021,personal revenge,0.0
GOA,2021,piracy,0.0
GOA,2021,political motive,1.0
GOA,2021,prank,0.0
GOA,2021,sexual exploitation,4.0
GOA,2021,terrorism,0.0
GOA,2023,abetment suicide,0.0
GOA,2023,data theft,0.0
GOA,2023,emotional motive,2.0
GOA,2023,extortion,2.0
GOA,2023,fraud,60.0
GOA,2023,hate crime,0.0
GOA,2023,illegal trade,0.0
GOA,2023,personal revenge,2.0
GOA,2023,piracy,0.0
GOA,2023,political motive,0.0
GOA,2023,prank,0.0
GOA,2023,sexual exploitation,11.0
GOA,2023,terrorism,0.0
GUJARAT,2016,data theft,0.0
GUJARAT,2016,extortion,3.0
GUJARAT,2016,hate crime,11.0
GUJARAT,2016,illegal trade,4.0
GUJARAT,2016,personal revenge,4.0
GUJARAT,2016,piracy,0.0
GUJARAT,2016,political motive,0.0
GUJARAT,2016,prank,1.0
GUJARAT,2016,sexual exploitation,28.0
GUJARAT,2017,abetment suicide,0.0
GUJARAT,2017,data theft,0.0
GUJARAT,2017,emotional motive,5.0
GUJARAT,2017,extortion,12.0
GUJARAT,2017,fraud,305.0
GUJARAT,2017,hate crime,6.0
GUJARAT,2017,illegal trade,0.0
GUJARAT,2017,personal revenge,6.0
GUJARAT,2017,piracy,0.0
GUJARAT,2017,political motive,4.0
GUJARAT,2017,prank,3.0
GUJARAT,2017,sexual exploitation,24.0
GUJARAT,2017,terrorism,0.0
GUJARAT,2018,abetment suicide,0.0
GUJARAT,2018,data theft,3.0
GUJARAT,2018,emotional motive,32.0
GUJARAT,2018,extortion,24.0
GUJARAT,2018,fraud,401.0
GUJARAT,2018,hate crime,17.0
GUJARAT,2018,illegal trade,0.0
GUJARAT,2018,personal revenge,17.0
GUJARAT,2018,piracy,0.0
GUJARAT,2018,political motive,0.0
GUJARAT,2018,prank,16.0
GUJARAT,2018,sexual exploitation,23.0
GUJARAT,2018,terrorism,0.0
GUJARAT,2019,abetment suicide,0.0
GUJARAT,2019,data theft,0.0
GUJARAT,2019,emotional motive,20.0
GUJARAT,2019,extortion,17.0
GUJARAT,2019,fraud,363.0
GUJARAT,2019,hate crime,0.0
GUJARAT,2019,illegal trade,0.0
GUJARAT,2019,personal revenge,5.0
GUJARAT,2019,piracy,0.0
GUJARAT,2019,political motive,1.0
GUJARAT,2019,prank,10.0
GUJARAT,2019,sexual exploitation,32.0
GUJARAT,2019,terrorism,0.0
GUJARAT,2020,abetment suicide,0.0
GUJARAT,2020,data theft,0.0
GUJARAT,2020,emotional motive,31.0
GUJARAT,2020,extortion,26.0
GUJARAT,2020,fraud,875.0
GUJARAT,2020,hate crime,6.0
GUJARAT,2020,illegal trade,2.0
GUJARAT,2020,personal revenge,6.0
GUJARAT,2020,piracy,4.0
GUJARAT,2020,political motive,3.0
GUJARAT,2020,prank,43.0
GUJARAT,2020,sexual exploitation,37.0
GUJARAT,2020,terrorism,0.0
GUJARAT,2021,abetment suicide,0.0
GUJARAT,2021,data theft,0.0
GUJARAT,2021,emotional motive,27.0
GUJARAT,2021,extortion,17.0
GUJARAT,2021,fraud,968.0
GUJARAT,2021,hate crime,0.0
GUJARAT,2021,illegal trade,0.0
GUJARAT,2021,personal revenge,5.0
GUJARAT,2021,piracy,1.0
GUJARAT,2021,political motive,6.0
GUJARAT,2021,prank,8.0
GUJARAT,2021,sexual exploitation,60.0
GUJARAT,2021,terrorism,1.0
GUJARAT,2023,abetment suicide,0.0
GUJARAT,2023,data theft,0.0
GUJARAT,2023,emotional motive,9.0
GUJARAT,2023,extortion,183.0
GUJARAT,2023,fraud,1187.0
GUJARAT,2023,hate crime,0.0
GUJARAT,2023,illegal trade,0.0
GUJARAT,2023,personal revenge,1.0
GUJARAT,2023,piracy,0.0
GUJARAT,2023,political motive,0.0
GUJARAT,2023,prank,5.0
GUJARAT,2023,sexual exploitation,84.0
GUJARAT,2023,terrorism,2.0
HARYANA,2016,data theft,0.0
HARYANA,2016,extortion,19.0
HARYANA,2016,hate crime,0.0
HARYANA,2016,illegal trade,0.0
HARYANA,2016,personal revenge,6.0
HARYANA,2016,piracy,0.0
HARYANA,2016,political motive,0.0
HARYANA,2016,prank,0.0
HARYANA,2016,sexual exploitation,10.0
HARYANA,2017,abetment suicide,0.0
HARYANA,2017,data theft,1.0
HARYANA,2017,emotional motive,6.0
HARYANA,2017,extortion,4.0
HARYANA,2017,fraud,43.0
HARYANA,2017,hate crime,0.0
HARYANA,2017,illegal trade,2.0
HARYANA,2017,personal revenge,7.0
HARYANA,2017,piracy,4.0
HARYANA,2017,political motive,0.0
HARYANA,2017,prank,2.0
HARYANA,2017,sexual exploitation,36.0
HARYANA,2017,terrorism,0.0
HARYANA,2018,abetment suicide,0.0
HARYANA,2018,data theft,0.0
HARYANA,2018,emotional motive,9.0
HARYANA,2018,extortion,21.0
HARYANA,2018,fraud,137.0
HARYANA,2018,hate crime,2.0
HARYANA,2018,illegal trade,0.0
HARYANA,2018,personal revenge,6.0
HARYANA,2018,piracy,0.0
HARYANA,2018,political motive,0.0
HARYANA,2018,prank,2.0
HARYANA,2018,sexual exploitation,75.0
HARYANA,2018,terrorism,12.0
HARYANA,2019,abetment suicide,0.0
HARYANA,2019,data theft,0.0
HARYANA,2019,emotional motive,3.0
HARYANA,2019,extortion,16.0
HARYANA,2019,fraud,151.0
HARYANA,2019,hate crime,0.0
HARYANA,2019,illegal trade,0.0
HARYANA,2019,personal revenge,2.0
HARYANA,2019,piracy,4.0
HARYANA,2019,political motive,1.0
HARYANA,2019,prank,8.0
HARYANA,2019,sexual exploitation,57.0
HARYANA,2019,terrorism,0.0
HARYANA,2020,abetment suicide,0.0
HARYANA,2020,data theft,0.0
HARYANA,2020,emotional motive,3.0
HARYANA,2020,extortion,17.0
HARYANA,2020,fraud,157.0
HARYANA,2020,hate crime,0.0
HARYANA,2020,illegal trade,0.0
HARYANA,2020,personal revenge,14.0
HARYANA,2020,piracy,6.0
HARYANA,2020,political motive,1.0
HARYANA,2020,prank,1.0
HARYANA,2020,sexual exploitation,70.0
HARYANA,2020,terrorism,0.0
HARYANA,2021,abetment suicide,0.0
HARYANA,2021,data theft,0.0
HARYANA,2021,emotional motive,1.0
HARYANA,2021,extortion,13.0
HARYANA,2021,fraud,76.0
HARYANA,2021,hate crime,4.0
HARYANA,2021,illegal trade,0.0
HARYANA,2021,personal revenge,11.0
HARYANA,2021,piracy,2.0
HARYANA,2021,political motive,2.0
HARYANA,2021,prank,0.0
HARYANA,2021,sexual exploitation,96.0
HARYANA,2021,terrorism,0.0
HARYANA,2023,abetment suicide,0.0
HARYANA,2023,data theft,0.0
HARYANA,2023,emotional motive,33.0
HARYANA,2023,extortion,36.0
HARYANA,2023,fraud,295.0
HARYANA,2023,hate crime,0.0
HARYANA,2023,illegal trade,0.0
HARYANA,2023,personal revenge,22.0
HARYANA,2023,piracy,1.0
HARYANA,2023,political motive,0.0
HARYANA,2023,prank,3.0
HARYANA,2023,sexual exploitation,117.0
HARYANA,2023,terrorism,0.0
HIMACHAL PRADESH,2016,data theft,0.0
HIMACHAL PRADESH,2016,extortion,9.0
HIMACHAL PRADESH,2016,hate crime,0.0
HIMACHAL PRADESH,2016,illegal trade,0.0
HIMACHAL PRADESH,2016,personal revenge,1.0
HIMACHAL PRADESH,2016,piracy,0.0
HIMACHAL PRADESH,2016,political motive,0.0
HIMACHAL PRADESH,2016,prank,0.0
HIMACHAL PRADESH,2016,sexual exploitation,0.0
HIMACHAL PRADESH,2017,abetment suicide,0.0
HIMACHAL PRADESH,2017,data theft,0.0
HIMACHAL PRADESH,2017,emotional motive,4.0
HIMACHAL PRADESH,2017,extortion,6.0
HIMACHAL PRADESH,2017,fraud,8.0
HIMACHAL PRADESH,2017,hate crime,0.0
HIMACHAL PRADESH,2017,illegal trade,0.0
HIMACHAL PRADESH,2017,personal revenge,5.0
HIMACHAL PRADESH,2017,piracy,1.0
HIMACHAL PRADESH,2017,political motive,3.0
HIMACHAL PRADESH,2017,prank,3.0
HIMACHAL PRADESH,2017,sexual exploitation,10.0
HIMACHAL PRADESH,2017,terrorism,0.0
HIMACHAL PRADESH,2018,abetment suicide,0.0
HIMACHAL PRADESH,2018,data theft,0.0
HIMACHAL PRADESH,2018,emotional motive,1.0
HIMACHAL PRADESH,2018,extortion,1.0
HIMACHAL PRADESH,2018,fraud,18.0
HIMACHAL PRADESH,2018,hate crime,0.0
HIMACHAL PRADESH,2018,illegal trade,0.0
HIMACHAL PRADESH,2018,personal revenge,4.0
HIMACHAL PRADESH,2018,piracy,0.0
HIMACHAL PRADESH,2018,political motive,4.0
HIMACHAL PRADESH,2018,prank,1.0
HIMACHAL PRADESH,2018,sexual exploitation,15.0
HIMACHAL PRADESH,2018,terrorism,0.0
HIMACHAL PRADESH,2019,abetment suicide,0.0
HIMACHAL PRADESH,2019,data theft,0.0
HIMACHAL PRADESH,2019,emotional motive,3.0
HIMACHAL PRADESH,2019,extortion,7.0
HIMACHAL PRADESH,2019,fraud,15.0
HIMACHAL PRADESH,2019,hate crime,0.0
HIMACHAL PRADESH,2019,illegal trade,0.0
HIMACHAL PRADESH,2019,personal revenge,7.0
HIMACHAL PRADESH,2019,piracy,1.0
HIMACHAL PRADESH,2019,political motive,1.0
HIMACHAL PRADESH,2019,prank,1.0
HIMACHAL PRADESH,2019,sexual exploitation,22.0
HIMACHAL PRADESH,2019,terrorism,4.0
HIMACHAL PRADESH,2020,abetment suicide,0.0
HIMACHAL PRADESH,2020,data theft,1.0
HIMACHAL PRADESH,2020,emotional motive,1.0
HIMACHAL PRADESH,2020,extortion,9.0
HIMACHAL PRADESH,2020,fraud,19.0
HIMACHAL PRADESH,2020,hate crime,0.0
HIMACHAL PRADESH,2020,illegal trade,0.0
HIMACHAL PRADESH,2020,personal revenge,2.0
HIMACHAL PRADESH,2020,piracy,1.0
HIMACHAL PRADESH,2020,political motive,3.0
HIMACHAL PRADESH,2020,prank,0.0
HIMACHAL PRADESH,2020,sexual exploitation,34.0
HIMACHAL PRADESH,2020,terrorism,0.0
HIMACHAL PRADESH,2021,abetment suicide,0.0
HIMACHAL PRADESH,2021,data theft,0.0
HIMACHAL PRADESH,2021,emotional motive,1.0
HIMACHAL PRADESH,2021,extortion,7.0
HIMACHAL PRADESH,2021,fraud,29.0
HIMACHAL PRADESH,2021,hate crime,0.0
HIMACHAL PRADESH,2021,illegal trade,0.0
HIMACHAL PRADESH,2021,personal revenge,0.0
HIMACHAL PRADESH,2021,piracy,1.0
HIMACHAL PRADESH,2021,political motive,2.0
HIMACHAL PRADESH,2021,prank,1.0
HIMACHAL PRADESH,2021,sexual exploitation,11.0
HIMACHAL PRADESH,2021,terrorism,1.0
HIMACHAL PRADESH,2023,abetment suicide,0.0
HIMACHAL PRADESH,2023,data theft,0.0
HIMACHAL PRADESH,2023,emotional motive,3.0
HIMACHAL PRADESH,2023,extortion,3.0
HIMACHAL PRADESH,2023,fraud,90.0
HIMACHAL PRADESH,2023,hate crime,0.0
HIMACHAL PRADESH,2023,illegal trade,0.0
HIMACHAL PRADESH,2023,personal revenge,8.0
HIMACHAL PRADESH,2023,piracy,0.0
HIMACHAL PRADESH,2023,political motive,1.0
HIMACHAL PRADESH,2023,prank,0.0
HIMACHAL PRADESH,2023,sexual exploitation,12.0
HIMACHAL PRADESH,2023,terrorism,0.0
JAMMU AND KASHMIR,2016,data theft,0.0
JAMMU AND KASHMIR,2016,extortion,0.0
JAMMU AND KASHMIR,2016,hate crime,0.0
JAMMU AND KASHMIR,2016,illegal trade,0.0
JAMMU AND KASHMIR,2016,personal revenge,0.0
JAMMU AND KASHMIR,2016,piracy,0.0
JAMMU AND KASHMIR,2016,political motive,0.0
JAMMU AND KASHMIR,2016,prank,0.0
JAMMU AND KASHMIR,2016,sexual exploitation,1.0
JAMMU AND KASHMIR,2017,abetment suicide,0.0
JAMMU AND KASHMIR,2017,data theft,0.0
JAMMU AND KASHMIR,2017,emotional motive,1.0
JAMMU AND KASHMIR,2017,extortion,10.0
JAMMU AND KASHMIR,2017,fraud,15.0
JAMMU AND KASHMIR,2017,hate crime,0.0
JAMMU AND KASHMIR,2017,illegal trade,0.0
JAMMU AND KASHMIR,2017,personal revenge,0.0
JAMMU AND KASHMIR,2017,piracy,0.0
JAMMU AND KASHMIR,2017,political motive,0.0
JAMMU AND KASHMIR,2017,prank,3.0
JAMMU AND KASHMIR,2017,sexual exploitation,7.0
JAMMU AND KASHMIR,2017,terrorism,6.0
JAMMU AND KASHMIR,2018,abetment suicide,0.0
JAMMU AND KASHMIR,2018,data theft,0.0
JAMMU AND KASHMIR,2018,emotional motive,0.0
JAMMU AND KASHMIR,2018,extortion,7.0
JAMMU AND KASHMIR,2018,fraud,20.0
JAMMU AND KASHMIR,2018,hate crime,2.0
JAMMU AND KASHMIR,2018,illegal trade,0.0
JAMMU AND KASHMIR,2018,personal revenge,2.0
JAMMU AND KASHMIR,2018,piracy,1.0
JAMMU AND KASHMIR,2018,political motive,3.0
JAMMU AND KASHMIR,2018,prank,3.0
JAMMU AND KASHMIR,2018,sexual exploitation,10.0
JAMMU AND KASHMIR,2018,terrorism,1.0
JAMMU AND KASHMIR,2019,abetment suicide,0.0
JAMMU AND KASHMIR,2019,data theft,0.0
JAMMU AND KASHMIR,2019,emotional motive,0.0
JAMMU AND KASHMIR,2019,extortion,4.0
JAMMU AND KASHMIR,2019,fraud,27.0
JAMMU AND KASHMIR,2019,hate crime,2.0
JAMMU AND KASHMIR,2019,illegal trade,0.0
JAMMU AND KASHMIR,2019,personal revenge,5.0
JAMMU AND KASHMIR,2019,piracy,0.0
JAMMU AND KASHMIR,2019,political motive,2.0
JAMMU AND KASHMIR,2019,prank,0.0
JAMMU AND KASHMIR,2019,sexual exploitation,5.0
JAMMU AND KASHMIR,2019,terrorism,1.0
JAMMU AND KASHMIR,2020,abetment suicide,0.0
JAMMU AND KASHMIR,2020,data theft,0.0
JAMMU AND KASHMIR,2020,emotional motive,4.0
JAMMU AND KASHMIR,2020,extortion,9.0
JAMMU AND KASHMIR,2020,fraud,33.0
JAMMU AND KASHMIR,2020,hate crime,2.0
JAMMU AND KASHMIR,2020,illegal trade,0.0
JAMMU AND KASHMIR,2020,personal revenge,3.0
JAMMU AND KASHMIR,2020,piracy,0.0
JAMMU AND KASHMIR,2020,political motive,1.0
JAMMU AND KASHMIR,2020,prank,2.0
JAMMU AND KASHMIR,2020,sexual exploitation,12.0
JAMMU AND KASHMIR,2020,terrorism,4.0
JAMMU AND KASHMIR,2021,abetment suicide,0.0
JAMMU AND KASHMIR,2021,data theft,0.0
JAMMU AND KASHMIR,2021,emotional motive,0.0
JAMMU AND KASHMIR,2021,extortion,16.0
JAMMU AND KASHMIR,2021,fraud,83.0
JAMMU AND KASHMIR,2021,hate crime,0.0
JAMMU AND KASHMIR,2021,illegal trade,0.0
JAMMU AND KASHMIR,2021,personal revenge,4.0
JAMMU AND KASHMIR,2021,piracy,1.0
JAMMU AND KASHMIR,2021,political motive,2.0
JAMMU AND KASHMIR,2021,prank,1.0
JAMMU AND KASHMIR,2021,sexual exploitation,14.0
JAMMU AND KASHMIR,2021,terrorism,2.0
JAMMU AND KASHMIR,2023,abetment suicide,0.0
JAMMU AND KASHMIR,2023,data theft,0.0
JAMMU AND KASHMIR,2023,emotional motive,2.0
JAMMU AND KASHMIR,2023,extortion,11.0
JAMMU AND KASHMIR,2023,fraud,112.0
JAMMU AND KASHMIR,2023,hate crime,0.0
JAMMU AND KASHMIR,2023,illegal trade,0.0
JAMMU AND KASHMIR,2023,personal revenge,1.0
JAMMU AND KASHMIR,2023,piracy,3.0
JAMMU AND KASHMIR,2023,political motive,0.0
JAMMU AND KASHMIR,2023,prank,1.0
JAMMU AND KASHMIR,2023,sexual exploitation,46.0
JAMMU AND KASHMIR,2023,terrorism,1.0
JHARKHAND,2016,data theft,0.0
JHARKHAND,2016,extortion,58.0
JHARKHAND,2016,hate crime,0.0
JHARKHAND,2016,illegal trade,0.0
JHARKHAND,2016,personal revenge,0.0
JHARKHAND,2016,piracy,0.0
JHARKHAND,2016,political motive,0.0
JHARKHAND,2016,prank,0.0
JHARKHAND,2016,sexual exploitation,0.0
JHARKHAND,2017,abetment suicide,0.0
JHARKHAND,2017,data theft,1.0
JHARKHAND,2017,emotional motive,11.0
JHARKHAND,2017,extortion,17.0
JHARKHAND,2017,fraud,460.0
JHARKHAND,2017,hate crime,12.0
JHARKHAND,2017,illegal trade,5.0
JHARKHAND,2017,personal revenge,31.0
JHARKHAND,2017,piracy,2.0
JHARKHAND,2017,political motive,16.0
JHARKHAND,2017,prank,6.0
JHARKHAND,2017,sexual exploitation,14.0
JHARKHAND,2017,terrorism,0.0
JHARKHAND,2018,abetment suicide,0.0
JHARKHAND,2018,data theft,0.0
JHARKHAND,2018,emotional motive,6.0
JHARKHAND,2018,extortion,44.0
JHARKHAND,2018,fraud,783.0
JHARKHAND,2018,hate crime,0.0
JHARKHAND,2018,illegal trade,0.0
JHARKHAND,2018,personal revenge,16.0
JHARKHAND,2018,piracy,0.0
JHARKHAND,2018,political motive,1.0
JHARKHAND,2018,prank,0.0
JHARKHAND,2018,sexual exploitation,16.0
JHARKHAND,2018,terrorism,16.0
JHARKHAND,2019,abetment suicide,0.0
JHARKHAND,2019,data theft,82.0
JHARKHAND,2019,emotional motive,0.0
JHARKHAND,2019,extortion,4.0
JHARKHAND,2019,fraud,964.0
JHARKHAND,2019,hate crime,0.0
JHARKHAND,2019,illegal trade,8.0
JHARKHAND,2019,personal revenge,8.0
JHARKHAND,2019,piracy,0.0
JHARKHAND,2019,political motive,0.0
JHARKHAND,2019,prank,0.0
JHARKHAND,2019,sexual exploitation,15.0
JHARKHAND,2019,terrorism,7.0
JHARKHAND,2020,abetment suicide,0.0
JHARKHAND,2020,data theft,49.0
JHARKHAND,2020,emotional motive,4.0
JHARKHAND,2020,extortion,14.0
JHARKHAND,2020,fraud,1069.0
JHARKHAND,2020,hate crime,0.0
JHARKHAND,2020,illegal trade,13.0
JHARKHAND,2020,personal revenge,4.0
JHARKHAND,2020,piracy,0.0
JHARKHAND,2020,political motive,0.0
JHARKHAND,2020,prank,0.0
JHARKHAND,2020,sexual exploitation,13.0
JHARKHAND,2020,terrorism,7.0
JHARKHAND,2021,abetment suicide,0.0
JHARKHAND,2021,data theft,0.0
JHARKHAND,2021,emotional motive,0.0
JHARKHAND,2021,extortion,29.0
JHARKHAND,2021,fraud,813.0
JHARKHAND,2021,hate crime,0.0
JHARKHAND,2021,illegal trade,0.0
JHARKHAND,2021,personal revenge,7.0
JHARKHAND,2021,piracy,0.0
JHARKHAND,2021,political motive,0.0
JHARKHAND,2021,prank,0.0
JHARKHAND,2021,sexual exploitation,30.0
JHARKHAND,2021,terrorism,0.0
JHARKHAND,2023,abetment suicide,0.0
JHARKHAND,2023,data theft,0.0
JHARKHAND,2023,emotional motive,0.0
JHARKHAND,2023,extortion,14.0
JHARKHAND,2023,fraud,1027.0
